Índice de Precios de Consumo (IPC)
Resultados por comunidades autónomas
Ponderaciones por comunidades autónomas de rúbricas
Unidades:   Tanto por mil

,2020,2019,2018,2017,
Nacional,
    Aceites y grasas,5,525,5,887,6,317,5,971,
    Frutas frescas,18,621,19,486,18,252,18,312,
    Frutas en conserva y frutos secos,2,466,2,283,2,378,2,419,
    Legumbres y hortalizas frescas,11,097,10,37,10,668,10,817,
    Preparados de legumbres y hortalizas,5,476,5,339,5,506,5,543,
    Patatas y sus preparados,3,148,3,011,3,3,034,
    Café, cacao e infusiones,4,163,3,916,4,148,4,117,
    Azúcar,0,651,0,613,0,684,0,688,
    Otros preparados alimenticios,11,56,11,539,11,71,11,596,
    Agua mineral, refrescos  y zumos,9,566,9,562,9,501,9,834,
    Bebidas alcohólicas,8,662,8,618,8,581,8,609,
    Tabaco,22,241,22,685,23,761,24,206,
    Prendas de vestir de hombre,19,709,20,428,19,984,20,308,
    Prendas de vestir de mujer,25,087,26,292,25,193,25,456,
    Prendas de vestir de niño y bebé,9,187,9,311,9,335,9,494,
    Complementos y reparaciones de prendas de vestir,1,94,1,927,1,937,1,945,
    Calzado de hombre,6,569,6,94,7,039,7,144,
    Calzado de mujer,8,018,8,253,8,869,8,779,
    Calzado de niño,3,162,3,158,3,396,3,391,
    Reparación de calzado,0,139,0,151,0,161,0,162,
    Vivienda en alquiler,19,746,19,82,19,826,19,462,
    Calefacción, alumbrado y distribución de agua,80,325,81,277,79,445,79,105,
    Conservación de la vivienda,34,347,33,134,34,295,34,45,
    Muebles y revestimientos de suelo,11,448,12,279,11,517,11,679,
    Textiles y accesorios para el hogar,5,852,5,922,6,204,6,279,
    Electrodomésticos y reparaciones,8,489,8,467,8,593,8,757,
    Utensilios y herramientas para el hogar,3,729,4,016,3,984,3,833,
    Artículos no duraderos para el hogar,13,242,13,303,13,322,13,455,
    Servicios para el hogar,15,12,14,536,14,93,14,731,
    Servicios médicos y similares,13,91,13,88,19,205,19,125,
    Medicamentos y material terapéutico,25,011,24,206,20,3,20,278,
    Transporte personal,153,981,155,587,147,05,146,83,
    Transporte público urbano,2,089,1,962,2,045,2,022,
    Transporte público interurbano,8,543,8,115,8,572,8,391,
    Comunicaciones,35,733,35,009,34,184,33,732,
    Objetos recreativos,18,367,18,644,19,235,19,154,
    Publicaciones,5,323,5,234,5,54,5,812,
    Esparcimiento,25,547,25,566,25,576,25,376,
    Educación infantil y primaria,3,756,3,766,3,902,3,941,
    Educación secundaria,2,017,2,007,2,045,2,028,
    Educación universitaria,4,663,4,634,4,84,4,856,
    Otros gastos de enseñanza,4,221,4,264,4,437,4,322,
    Artículos de uso personal,22,105,21,431,22,209,21,717,
    Turismo y hostelería,128,113,131,955,131,368,128,389,
    Otros bienes y servicios,36,117,36,524,36,266,36,213,
09 Cataluña,
    Cereales y derivados,17,383,16,224,17,331,17,821,
    Pan,14,148,12,933,13,854,14,138,
    Carne de vacuno,8,135,7,652,8,173,8,312,
    Carne de ovino,2,483,2,363,2,431,2,493,
    Carne de porcino,6,561,6,21,6,073,6,525,
    Carne de ave,8,147,7,649,7,788,8,174,
    Otras carnes,22,439,21,347,22,47,22,832,
    Pescado fresco y congelado,11,171,10,574,11,317,11,483,
    Crustáceos, moluscos y preparados de pescado,13,198,12,703,13,176,13,199,
    Huevos,2,296,2,368,2,217,2,329,
    Leche,5,653,5,602,5,944,6,166,
    Productos lácteos,14,427,14,799,14,945,15,443,
    Aceites y grasas,4,851,5,172,5,53,5,241,
    Frutas frescas,14,997,15,726,14,69,14,764,
    Frutas en conserva y frutos secos,3,084,2,861,2,972,3,028,
    Legumbres y hortalizas frescas,11,757,11,009,11,295,11,473,
    Preparados de legumbres y hortalizas,5,953,5,82,5,984,6,036,
    Patatas y sus preparados,3,113,2,984,2,966,3,004,
    Café, cacao e infusiones,3,796,3,578,3,781,3,759,
    Azúcar,0,487,0,459,0,511,0,515,
    Otros preparados alimenticios,11,495,11,493,11,633,11,542,
    Agua mineral, refrescos  y zumos,9,804,9,819,9,731,10,089,
    Bebidas alcohólicas,9,13,9,259,9,077,9,065,
    Tabaco,16,664,17,031,17,791,18,156,
    Prendas de vestir de hombre,14,037,14,578,14,223,14,479,
    Prendas de vestir de mujer,21,104,22,161,21,179,21,437,
    Prendas de vestir de niño y bebé,7,537,7,654,7,653,7,797,
    Complementos y reparaciones de prendas de vestir,1,752,1,737,1,738,1,748,
    Calzado de hombre,5,742,6,078,6,149,6,251,
    Calzado de mujer,6,853,7,068,7,575,7,512,
    Calzado de niño,2,365,2,366,2,538,2,539,
    Reparación de calzado,0,122,0,132,0,141,0,142,
    Vivienda en alquiler,43,604,43,855,43,751,43,023,
    Calefacción, alumbrado y distribución de agua,69,837,70,496,69,618,69,201,
    Conservación de la vivienda,35,247,34,101,34,999,35,195,
    Muebles y revestimientos de suelo,10,715,11,517,10,774,10,944,
    Textiles y accesorios para el hogar,4,901,4,972,5,193,5,264,
    Electrodomésticos y reparaciones,8,53,8,542,8,651,8,839,
    Utensilios y herramientas para el hogar,3,961,4,274,4,231,4,066,
    Artículos no duraderos para el hogar,12,964,13,049,13,013,13,162,
    Servicios para el hogar,17,158,16,549,16,896,16,691,
    Servicios médicos y similares,17,586,17,531,23,389,23,289,
    Medicamentos y material terapéutico,23,982,23,23,18,674,18,684,
    Transporte personal,135,691,137,008,129,545,129,34,
    Transporte público urbano,7,25,6,95,6,88,6,909,
    Transporte público interurbano,8,76,8,386,8,783,8,571,
    Comunicaciones,38,315,37,601,36,597,36,195,
    Objetos recreativos,23,644,23,938,24,783,24,708,
    Publicaciones,7,168,7,088,7,501,7,96,
    Esparcimiento,38,36,38,548,38,454,38,185,
    Educación infantil y primaria,7,749,7,784,7,985,8,117,
    Educación secundaria,4,087,4,07,4,086,4,065,
    Educación universitaria,9,87,9,825,10,224,10,282,
    Otros gastos de enseñanza,5,576,5,645,5,804,5,682,
    Artículos de uso personal,13,542,13,155,13,597,13,319,
    Turismo y hostelería,124,079,127,726,127,052,124,172,
    Otros bienes y servicios,46,74,46,749,46,643,46,644,
10 Comunitat Valenciana,
    Cereales y derivados,17,963,16,757,17,908,18,406,
    Pan,14,531,13,262,14,211,14,498,
    Carne de vacuno,4,762,4,471,4,778,4,857,
    Carne de ovino,2,812,2,673,2,751,2,819,
    Carne de porcino,6,971,6,587,6,444,6,921,
    Carne de ave,7,905,7,41,7,548,7,918,
    Otras carnes,23,669,22,404,23,621,23,996,
    Pescado fresco y congelado,8,924,8,407,9,025,9,165,
    Crustáceos, moluscos y preparados de pescado,11,913,11,382,11,81,11,81,
    Huevos,2,032,2,092,1,959,2,058,
    Leche,6,11,6,023,6,391,6,62,
    Productos lácteos,14,408,14,762,14,903,15,395,
    Aceites y grasas,4,006,4,268,4,567,4,325,
    Frutas frescas,14,163,14,827,13,855,13,92,
    Frutas en conserva y frutos secos,3,21,2,973,3,09,3,147,
    Legumbres y hortalizas frescas,11,94,11,162,11,456,11,633,
    Preparados de legumbres y hortalizas,5,998,5,855,6,021,6,072,
    Patatas y sus preparados,3,091,2,958,2,941,2,978,
    Café, cacao e infusiones,3,7,3,482,3,681,3,658,
    Azúcar,0,55,0,518,0,577,0,581,
    Otros preparados alimenticios,12,597,12,562,12,677,12,543,
    Agua mineral, refrescos  y zumos,10,643,10,643,10,551,10,936,
    Bebidas alcohólicas,7,848,7,863,7,775,7,806,
    Tabaco,20,707,21,129,22,08,22,525,
    Prendas de vestir de hombre,14,744,15,287,14,921,15,184,
    Prendas de vestir de mujer,22,878,23,986,22,93,23,201,
    Prendas de vestir de niño y bebé,9,028,9,153,9,156,9,324,
    Complementos y reparaciones de prendas de vestir,1,959,1,942,1,946,1,956,
    Calzado de hombre,4,406,4,656,4,712,4,789,
    Calzado de mujer,6,073,6,253,6,704,6,646,
    Calzado de niño,2,912,2,909,3,121,3,121,
    Reparación de calzado,0,133,0,145,0,154,0,155,
    Vivienda en alquiler,22,849,22,943,22,897,22,508,
    Calefacción, alumbrado y distribución de agua,65,227,66,64,66,216,65,57,
    Conservación de la vivienda,31,906,30,772,31,773,31,939,
    Muebles y revestimientos de suelo,11,809,12,673,11,86,12,042,
    Textiles y accesorios para el hogar,5,362,5,432,5,675,5,75,
    Electrodomésticos y reparaciones,10,894,10,804,10,974,11,201,
    Utensilios y herramientas para el hogar,4,268,4,598,4,554,4,369,
    Artículos no duraderos para el hogar,14,226,14,297,14,259,14,418,
    Servicios para el hogar,18,943,18,206,18,688,18,469,
    Servicios médicos y similares,17,59,17,551,23,308,23,219,
    Medicamentos y material terapéutico,26,992,26,122,21,735,21,736,
    Transporte personal,148,167,149,745,141,351,141,375,
    Transporte público urbano,6,664,6,301,6,463,6,402,
    Transporte público interurbano,7,182,6,861,7,192,7,021,
    Comunicaciones,40,541,39,719,38,658,38,233,
    Objetos recreativos,23,076,23,424,24,152,24,092,
    Publicaciones,6,612,6,518,6,894,7,286,
    Esparcimiento,34,53,34,567,34,589,34,368,
    Educación infantil y primaria,5,256,5,272,5,459,5,514,
    Educación secundaria,2,833,2,822,2,876,2,855,
    Educación universitaria,4,716,4,691,4,895,4,914,
    Otros gastos de enseñanza,5,822,5,885,6,059,5,928,
    Artículos de uso personal,24,405,23,67,24,472,23,964,
    Turismo y hostelería,131,334,135,287,134,546,131,653,
    Otros bienes y servicios,46,213,46,397,46,191,46,214,
11 Extremadura,
    Cereales y derivados,21,57,20,119,21,479,22,053,
    Pan,17,52,15,995,17,124,17,45,
    Carne de vacuno,5,264,4,945,5,279,5,36,
    Carne de ovino,3,066,2,915,2,997,3,068,
    Carne de porcino,14,227,13,449,13,143,14,1,
    Carne de ave,11,691,10,963,11,156,11,691,
    Otras carnes,26,483,25,187,26,497,26,864,
    Pescado fresco y congelado,12,593,11,871,12,728,12,909,
    Crustáceos, moluscos y preparados de pescado,13,492,12,922,13,395,13,387,
    Huevos,3,794,3,909,3,657,3,836,
    Leche,9,454,9,363,9,929,10,288,
    Productos lácteos,17,392,17,826,17,979,18,551,
    Aceites y grasas,7,108,7,531,8,025,7,617,
    Frutas frescas,17,292,18,108,16,906,16,967,
    Frutas en conserva y frutos secos,3,136,2,905,3,017,3,069,
    Legumbres y hortalizas frescas,10,488,9,808,10,057,10,2,
    Preparados de legumbres y hortalizas,6,817,6,644,6,833,6,879,
    Patatas y sus preparados,3,854,3,689,3,664,3,706,
    Café, cacao e infusiones,5,836,5,493,5,801,5,759,
    Azúcar,0,899,0,847,0,943,0,949,
    Otros preparados alimenticios,13,364,13,368,13,522,13,4,
    Agua mineral, refrescos  y zumos,10,119,10,122,10,025,10,379,
    Bebidas alcohólicas,8,256,8,239,8,16,8,17,
    Tabaco,24,75,25,263,26,375,26,876,
    Prendas de vestir de hombre,19,509,20,235,19,731,20,057,
    Prendas de vestir de mujer,24,806,26,016,24,847,25,113,
    Prendas de vestir de niño y bebé,9,648,9,784,9,778,9,947,
    Complementos y reparaciones de prendas de vestir,1,574,1,568,1,573,1,579,
    Calzado de hombre,5,832,6,165,6,234,6,327,
    Calzado de mujer,7,082,7,294,7,813,7,736,
    Calzado de niño,3,104,3,102,3,324,3,321,
    Reparación de calzado,0,092,0,1,0,106,0,107,
    Vivienda en alquiler,17,476,17,554,17,502,17,185,
    Calefacción, alumbrado y distribución de agua,70,332,71,893,71,458,70,674,
    Conservación de la vivienda,35,881,34,671,35,643,35,824,
    Muebles y revestimientos de suelo,11,658,12,515,11,701,11,867,
    Textiles y accesorios para el hogar,5,502,5,574,5,819,5,889,
    Electrodomésticos y reparaciones,8,97,8,865,9,018,9,164,
    Utensilios y herramientas para el hogar,3,833,4,131,4,086,3,925,
    Artículos no duraderos para el hogar,14,81,14,888,14,866,15,019,
    Servicios para el hogar,14,864,14,301,14,639,14,448,
    Servicios médicos y similares,13,542,13,494,17,559,17,443,
    Medicamentos y material terapéutico,23,047,22,339,19,341,19,322,
    Transporte personal,140,094,141,434,133,722,133,113,
    Transporte público urbano,2,638,2,479,2,564,2,531,
    Transporte público interurbano,6,856,6,476,6,809,6,681,
    Comunicaciones,40,795,39,982,38,885,38,407,
    Objetos recreativos,18,268,18,563,19,173,19,119,
    Publicaciones,5,375,5,305,5,61,5,938,
    Esparcimiento,24,889,24,914,24,856,24,673,
    Educación infantil y primaria,4,114,4,128,4,295,4,318,
    Educación secundaria,2,248,2,243,2,304,2,282,
    Educación universitaria,3,961,3,942,4,113,4,122,
    Otros gastos de enseñanza,4,019,4,063,4,187,4,091,
    Artículos de uso personal,22,868,22,186,22,917,22,416,
    Turismo y hostelería,131,208,135,297,134,15,131,186,
    Otros bienes y servicios,32,641,33,02,32,688,32,649,
12 Galicia,
    Cereales y derivados,17,82,16,592,17,76,18,236,
    Pan,14,448,13,171,14,137,14,408,
    Carne de vacuno,11,013,10,329,11,055,11,227,
    Carne de ovino,1,113,1,056,1,089,1,115,
    Carne de porcino,7,469,7,05,6,908,7,412,
    Carne de ave,7,339,6,871,7,011,7,348,
    Otras carnes,18,55,17,608,18,57,18,837,
    Pescado fresco y congelado,15,383,14,543,15,574,15,772,
    Crustáceos, moluscos y preparados de pescado,16,472,15,833,16,454,16,467,
    Huevos,1,853,1,906,1,787,1,875,
    Leche,8,073,7,979,8,484,8,79,
    Productos lácteos,15,499,15,855,16,043,16,555,
    Aceites y grasas,6,772,7,23,7,767,7,331,
    Frutas frescas,17,632,18,437,17,258,17,322,
    Frutas en conserva y frutos secos,2,192,2,028,2,112,2,148,
    Legumbres y hortalizas frescas,8,073,7,538,7,75,7,861,
    Preparados de legumbres y hortalizas,4,666,4,545,4,684,4,717,
    Patatas y sus preparados,2,768,2,645,2,634,2,665,
    Café, cacao e infusiones,5,724,5,38,5,696,5,655,
    Azúcar,0,922,0,867,0,968,0,973,
    Otros preparados alimenticios,12,114,12,075,12,299,12,218,
    Agua mineral, refrescos  y zumos,8,237,8,227,8,169,8,459,
    Bebidas alcohólicas,10,028,10,224,9,978,9,901,
    Tabaco,17,288,17,62,18,443,18,796,
    Prendas de vestir de hombre,19,493,20,188,19,736,20,064,
    Prendas de vestir de mujer,29,606,31,003,29,687,30,008,
    Prendas de vestir de niño y bebé,8,422,8,528,8,544,8,693,
    Complementos y reparaciones de prendas de vestir,2,181,2,162,2,17,2,179,
    Calzado de hombre,7,586,8,008,8,118,8,241,
    Calzado de mujer,9,448,9,717,10,435,10,334,
    Calzado de niño,2,955,2,949,3,168,3,165,
    Reparación de calzado,0,213,0,231,0,247,0,248,
    Vivienda en alquiler,25,524,25,599,25,59,25,13,
    Calefacción, alumbrado y distribución de agua,62,154,63,129,62,238,61,743,
    Conservación de la vivienda,32,069,30,945,31,92,32,128,
    Muebles y revestimientos de suelo,13,777,14,768,13,845,14,042,
    Textiles y accesorios para el hogar,5,769,5,84,6,11,6,184,
    Electrodomésticos y reparaciones,9,314,9,35,9,452,9,618,
    Utensilios y herramientas para el hogar,5,69,6,124,6,076,5,813,
    Artículos no duraderos para el hogar,12,807,12,855,12,838,12,967,
    Servicios para el hogar,15,928,15,295,15,714,15,513,
    Servicios médicos y similares,16,937,16,901,22,984,22,903,
    Medicamentos y material terapéutico,25,135,24,285,19,619,19,607,
    Transporte personal,157,853,159,462,150,356,150,63,
    Transporte público urbano,4,454,4,179,4,329,4,275,
    Transporte público interurbano,9,011,8,488,8,918,8,749,
    Comunicaciones,36,316,35,545,34,67,34,238,
    Objetos recreativos,20,887,21,181,21,773,21,694,
    Publicaciones,6,779,6,679,7,079,7,488,
    Esparcimiento,27,168,27,175,27,1,26,886,
    Educación infantil y primaria,5,213,5,222,5,407,5,463,
    Educación secundaria,2,798,2,783,2,834,2,811,
    Educación universitaria,6,044,6,002,6,266,6,288,
    Otros gastos de enseñanza,5,235,5,284,5,49,5,352,
    Artículos de uso personal,27,7,26,834,27,789,27,185,
    Turismo y hostelería,113,377,116,658,116,077,113,47,
    Otros bienes y servicios,40,707,41,019,40,791,40,798,
13 Madrid, Comunidad de,
    Cereales y derivados,12,878,12,037,12,86,13,231,
    Pan,10,388,9,496,10,172,10,389,
    Carne de vacuno,9,345,8,79,9,388,9,555,
    Carne de ovino,2,144,2,04,2,1,2,154,
    Carne de porcino,5,062,4,791,4,685,5,037,
    Carne de ave,8,034,7,543,7,68,8,066,
    Otras carnes,18,764,17,869,18,81,19,113,
    Pescado fresco y congelado,10,682,10,139,10,824,10,98,
    Crustáceos, moluscos y preparados de pescado,10,447,10,044,10,418,10,441,
    Huevos,2,35,2,424,2,269,2,386,
    Leche,5,95,5,883,6,241,6,475,
    Productos lácteos,11,426,11,695,11,847,12,251,
    Aceites y grasas,4,339,4,633,4,96,4,699,
    Frutas frescas,15,148,15,884,14,838,14,924,
    Frutas en conserva y frutos secos,2,165,2,008,2,087,2,127,
    Legumbres y hortalizas frescas,9,346,8,751,8,978,9,127,
    Preparados de legumbres y hortalizas,5,686,5,56,5,715,5,77,
    Patatas y sus preparados,2,339,2,242,2,228,2,258,
    Café, cacao e infusiones,3,577,3,372,3,563,3,545,
    Azúcar,0,511,0,482,0,537,0,542,
    Otros preparados alimenticios,10,127,10,132,10,277,10,218,
    Agua mineral, refrescos  y zumos,8,377,8,39,8,315,8,628,
    Bebidas alcohólicas,7,423,7,463,7,366,7,395,
    Tabaco,20,273,20,719,21,644,22,105,
    Prendas de vestir de hombre,14,15,14,694,14,337,14,606,
    Prendas de vestir de mujer,20,349,21,368,20,421,20,685,
    Prendas de vestir de niño y bebé,7,654,7,772,7,771,7,923,
    Complementos y reparaciones de prendas de vestir,2,141,2,123,2,125,2,138,
    Calzado de hombre,4,704,4,979,5,038,5,125,
    Calzado de mujer,6,204,6,398,6,857,6,805,
    Calzado de niño,2,294,2,295,2,462,2,464,
    Reparación de calzado,0,228,0,248,0,265,0,267,
    Vivienda en alquiler,42,114,42,355,42,256,41,584,
    Calefacción, alumbrado y distribución de agua,60,423,60,89,60,292,59,832,
    Conservación de la vivienda,46,645,45,022,46,264,46,479,
    Muebles y revestimientos de suelo,11,293,12,138,11,356,11,543,
    Textiles y accesorios para el hogar,4,645,4,716,4,924,4,993,
    Electrodomésticos y reparaciones,7,74,7,746,7,839,8,008,
    Utensilios y herramientas para el hogar,3,658,3,946,3,903,3,776,
    Artículos no duraderos para el hogar,14,172,14,264,14,228,14,403,
    Servicios para el hogar,19,18,18,474,18,927,18,721,
    Servicios médicos y similares,17,119,17,095,23,82,23,796,
    Medicamentos y material terapéutico,24,614,23,824,18,557,18,583,
    Transporte personal,131,208,132,481,125,241,124,815,
    Transporte público urbano,22,126,21,373,20,897,21,215,
    Transporte público interurbano,9,839,9,361,9,777,9,533,
    Comunicaciones,37,836,37,143,36,175,35,783,
    Objetos recreativos,20,561,20,89,21,623,21,584,
    Publicaciones,9,193,9,084,9,61,10,19,
    Esparcimiento,38,507,38,647,38,65,38,436,
    Educación infantil y primaria,8,824,8,864,9,087,9,248,
    Educación secundaria,4,647,4,627,4,641,4,621,
    Educación universitaria,7,904,7,87,8,194,8,244,
    Otros gastos de enseñanza,5,513,5,582,5,721,5,612,
    Artículos de uso personal,14,863,14,438,14,923,14,629,
    Turismo y hostelería,140,621,144,839,143,944,140,873,
    Otros bienes y servicios,42,248,42,069,42,073,42,068,
14 Murcia, Región de,
    Cereales y derivados,19,201,17,897,19,124,19,641,
    Pan,15,542,14,176,15,188,15,484,
    Carne de vacuno,4,125,3,871,4,136,4,202,
    Carne de ovino,3,729,3,541,3,644,3,732,
    Carne de porcino,7,038,6,646,6,501,6,977,
    Carne de ave,9,601,8,994,9,16,9,603,
    Otras carnes,22,16,21,004,22,122,22,453,
    Pescado fresco y congelado,9,931,9,358,10,037,10,182,
    Crustáceos, moluscos y preparados de pescado,12,509,11,955,12,404,12,397,
    Huevos,1,919,1,975,1,849,1,941,
    Leche,7,982,7,881,8,363,8,663,
    Productos lácteos,16,182,16,56,16,729,17,269,
    Aceites y grasas,4,961,5,278,5,645,5,344,
    Frutas frescas,15,701,16,426,15,348,15,409,
    Frutas en conserva y frutos secos,3,41,3,157,3,28,3,338,
    Legumbres y hortalizas frescas,10,616,9,918,10,178,10,327,
    Preparados de legumbres y hortalizas,5,767,5,617,5,781,5,823,
    Patatas y sus preparados,4,05,3,873,3,85,3,896,
    Café, cacao e infusiones,4,214,3,963,4,188,4,159,
    Azúcar,0,691,0,65,0,724,0,729,
    Otros preparados alimenticios,11,68,11,652,11,782,11,666,
    Agua mineral, refrescos  y zumos,10,771,10,763,10,669,11,05,
    Bebidas alcohólicas,11,448,11,402,11,317,11,375,
    Tabaco,27,592,28,136,29,397,29,969,
    Prendas de vestir de hombre,18,809,19,49,19,02,19,342,
    Prendas de vestir de mujer,23,66,24,789,23,695,23,958,
    Prendas de vestir de niño y bebé,10,62,10,76,10,761,10,952,
    Complementos y reparaciones de prendas de vestir,2,387,2,372,2,378,2,389,
    Calzado de hombre,5,203,5,495,5,56,5,647,
    Calzado de mujer,6,993,7,195,7,713,7,641,
    Calzado de niño,3,46,3,454,3,705,3,703,
    Reparación de calzado,0,108,0,117,0,125,0,126,
    Vivienda en alquiler,21,222,21,295,21,249,20,874,
    Calefacción, alumbrado y distribución de agua,58,957,60,419,60,092,59,68,
    Conservación de la vivienda,37,313,35,993,37,214,37,404,
    Muebles y revestimientos de suelo,12,874,13,809,12,923,13,111,
    Textiles y accesorios para el hogar,5,963,6,036,6,306,6,385,
    Electrodomésticos y reparaciones,10,872,10,783,10,952,11,139,
    Utensilios y herramientas para el hogar,4,992,5,375,5,322,5,101,
    Artículos no duraderos para el hogar,14,805,14,869,14,871,15,032,
    Servicios para el hogar,16,809,16,154,16,554,16,345,
    Servicios médicos y similares,13,17,13,112,17,032,16,905,
    Medicamentos y material terapéutico,24,419,23,65,20,848,20,832,
    Transporte personal,152,101,153,289,144,674,144,242,
    Transporte público urbano,5,18,4,856,5,088,5,032,
    Transporte público interurbano,5,044,4,794,5,047,4,938,
    Comunicaciones,34,494,33,764,32,865,32,472,
    Objetos recreativos,20,697,20,898,21,454,21,39,
    Publicaciones,6,208,6,124,6,481,6,867,
    Esparcimiento,27,353,27,251,27,205,27,058,
    Educación infantil y primaria,4,248,4,258,4,452,4,465,
    Educación secundaria,2,344,2,338,2,419,2,395,
    Educación universitaria,4,277,4,253,4,444,4,454,
    Otros gastos de enseñanza,5,374,5,428,5,607,5,478,
    Artículos de uso personal,22,413,21,723,22,457,21,975,
    Turismo y hostelería,132,572,136,421,135,732,132,682,
    Otros bienes y servicios,44,239,44,739,44,339,44,358,
15 Navarra, Comunidad Foral de,
    Cereales y derivados,16,604,15,468,16,544,17,026,
    Pan,13,433,12,249,13,138,13,42,
    Carne de vacuno,8,271,7,761,8,299,8,448,
    Carne de ovino,3,483,3,307,3,407,3,495,
    Carne de porcino,7,18,6,779,6,637,7,138,
    Carne de ave,6,524,6,11,6,229,6,544,
    Otras carnes,20,102,19,077,20,107,20,448,
    Pescado fresco y congelado,9,839,9,314,9,958,10,104,
    Crustáceos, moluscos y preparados de pescado,11,296,10,815,11,231,11,254,
    Huevos,2,28,2,345,2,198,2,312,
    Leche,6,322,6,235,6,622,6,872,
    Productos lácteos,11,524,11,771,11,933,12,342,
    Aceites y grasas,4,64,4,944,5,299,5,021,
    Frutas frescas,15,243,15,944,14,912,15,002,
    Frutas en conserva y frutos secos,2,374,2,197,2,286,2,331,
    Legumbres y hortalizas frescas,9,738,9,096,9,343,9,5,
    Preparados de legumbres y hortalizas,5,444,5,308,5,464,5,517,
    Patatas y sus preparados,2,03,1,94,1,931,1,958,
    Café, cacao e infusiones,3,861,3,63,3,84,3,821,
    Azúcar,0,605,0,569,0,635,0,64,
    Otros preparados alimenticios,11,317,11,3,11,459,11,385,
    Agua mineral, refrescos  y zumos,6,803,6,797,6,744,6,999,
    Bebidas alcohólicas,7,187,7,303,7,143,7,121,
    Tabaco,15,776,16,084,16,822,17,183,
    Prendas de vestir de hombre,20,518,21,255,20,763,21,157,
    Prendas de vestir de mujer,27,743,29,062,27,806,28,172,
    Prendas de vestir de niño y bebé,8,764,8,878,8,888,9,063,
    Complementos y reparaciones de prendas de vestir,2,467,2,45,2,459,2,475,
    Calzado de hombre,5,724,6,044,6,122,6,23,
    Calzado de mujer,7,851,8,077,8,667,8,603,
    Calzado de niño,2,495,2,491,2,674,2,678,
    Reparación de calzado,0,188,0,205,0,219,0,22,
    Vivienda en alquiler,19,335,19,399,19,376,19,072,
    Calefacción, alumbrado y distribución de agua,65,395,65,864,64,292,64,167,
    Conservación de la vivienda,42,552,41,111,42,142,42,36,
    Muebles y revestimientos de suelo,14,369,15,409,14,434,14,673,
    Textiles y accesorios para el hogar,6,639,6,719,7,026,7,128,
    Electrodomésticos y reparaciones,9,843,9,81,9,929,10,081,
    Utensilios y herramientas para el hogar,4,78,5,146,5,103,4,887,
    Artículos no duraderos para el hogar,13,466,13,522,13,444,13,603,
    Servicios para el hogar,14,369,13,807,14,161,14,01,
    Servicios médicos y similares,20,766,20,743,28,28,28,28,
    Medicamentos y material terapéutico,26,914,25,969,19,998,20,024,
    Transporte personal,136,735,137,752,131,256,130,203,
    Transporte público urbano,4,742,4,445,4,662,4,62,
    Transporte público interurbano,7,535,7,107,7,437,7,279,
    Comunicaciones,35,92,35,152,34,235,33,909,
    Objetos recreativos,20,871,21,192,21,937,21,933,
    Publicaciones,8,31,8,212,8,714,9,304,
    Esparcimiento,37,917,38,146,37,922,37,655,
    Educación infantil y primaria,7,097,7,112,7,329,7,441,
    Educación secundaria,3,774,3,752,3,793,3,775,
    Educación universitaria,8,377,8,32,8,674,8,728,
    Otros gastos de enseñanza,6,059,6,12,6,284,6,165,
    Artículos de uso personal,16,207,15,706,16,252,15,936,
    Turismo y hostelería,145,879,149,741,148,917,145,589,
    Otros bienes y servicios,44,52,44,942,44,622,44,698,
16 País Vasco,
    Cereales y derivados,16,255,15,149,16,175,16,63,
    Pan,13,15,11,995,12,842,13,105,
    Carne de vacuno,11,723,11,002,11,746,11,944,
    Carne de ovino,1,401,1,331,1,369,1,403,
    Carne de porcino,6,17,5,828,5,696,6,119,
    Carne de ave,7,176,6,723,6,842,7,18,
    Otras carnes,23,105,22,001,23,124,23,489,
    Pescado fresco y congelado,13,389,12,713,13,536,13,708,
    Crustáceos, moluscos y preparados de pescado,11,942,11,478,11,899,11,922,
    Huevos,2,523,2,597,2,43,2,553,
    Leche,6,217,6,134,6,503,6,742,
    Productos lácteos,13,607,13,876,14,082,14,549,
    Aceites y grasas,4,477,4,767,5,098,4,828,
    Frutas frescas,16,704,17,478,16,318,16,4,
    Frutas en conserva y frutos secos,2,45,2,268,2,355,2,399,
    Legumbres y hortalizas frescas,9,587,8,958,9,186,9,33,
    Preparados de legumbres y hortalizas,5,959,5,812,5,973,6,024,
    Patatas y sus preparados,2,365,2,262,2,247,2,276,
    Café, cacao e infusiones,4,121,3,876,4,094,4,069,
    Azúcar,0,54,0,509,0,566,0,57,
    Otros preparados alimenticios,13,118,13,084,13,312,13,253,
    Agua mineral, refrescos  y zumos,6,172,6,168,6,109,6,334,
    Bebidas alcohólicas,8,223,8,411,8,173,8,11,
    Tabaco,16,331,16,654,17,389,17,745,
    Prendas de vestir de hombre,17,08,17,7,17,26,17,57,
    Prendas de vestir de mujer,26,857,28,143,26,881,27,207,
    Prendas de vestir de niño y bebé,8,121,8,229,8,224,8,378,
    Complementos y reparaciones de prendas de vestir,1,937,1,922,1,925,1,936,
    Calzado de hombre,5,789,6,115,6,184,6,286,
    Calzado de mujer,7,697,7,921,8,485,8,413,
    Calzado de niño,2,358,2,354,2,524,2,525,
    Reparación de calzado,0,23,0,25,0,267,0,268,
    Vivienda en alquiler,18,81,18,878,18,824,18,51,
    Calefacción, alumbrado y distribución de agua,64,102,64,741,64,095,63,502,
