,Universidad,Ciudad,Titulo,Tipo,Nota_corte,precio_credito,precio_alquiler,gasto,gasto_cat
469,Universidad de Castilla- La Mancha,Toledo,Grado en Ingeniería de la Tecnología Minera,Pública / Propio,4.0,18.87,7.2,26.07,Medium
470,Universidad de Castilla- La Mancha,Toledo,Grado en Ingeniería de los Recursos Energéticos,Pública / Propio,4.0,18.87,7.2,26.07,Medium
471,Universidad de Castilla- La Mancha,Toledo,Grado en Ingeniería de Tecnologías de Telecomunicación,Pública / Propio,5.24,18.87,7.2,26.07,Medium
472,Universidad de Castilla- La Mancha,Toledo,Grado en Ingeniería Eléctrica,Pública / Propio,5.0,18.87,7.2,26.07,Medium
473,Universidad de Castilla- La Mancha,Toledo,Grado en Ingeniería Electrónica Industrial y Automática,Pública / Propio,5.0,18.87,7.2,26.07,Medium
474,Universidad de Castilla- La Mancha,Toledo,Grado en Ingeniería Forestal y del Medio Natural,Pública / Propio,5.3,18.87,7.2,26.07,Medium
475,Universidad de Castilla- La Mancha,Toledo,Grado en Ingeniería Informática,Pública / Propio,5.06,18.87,7.2,26.07,Medium
476,Universidad de Castilla- La Mancha,Toledo,Grado en Ingeniería Mecánica,Pública / Propio,5.0,18.87,7.2,26.07,Medium
477,Universidad de Castilla- La Mancha,Toledo,Grado en Ingeniería Minera y Energética,Pública / Propio,5.0,18.87,7.2,26.07,Medium
478,Universidad de Castilla- La Mancha,Toledo,Grado en Ingeniería Química,Pública / Propio,5.16,18.87,7.2,26.07,Medium
479,Universidad de Castilla- La Mancha,Toledo,"Grado en Lenguas y Literaturas Modernas, Francés - Inglés",Pública / Propio,5.0,12.13,7.2,19.33,Medium
480,Universidad de Castilla- La Mancha,Toledo,Grado en Logopedia,Pública / Propio,5.24,14.58,7.2,21.78,Medium
481,Universidad de Castilla- La Mancha,Toledo,Grado en Maestro en Educación Infantil,Pública / Propio,5.12,14.58,7.2,21.78,Medium
482,Universidad de Castilla- La Mancha,Toledo,Grado en Maestro en Educación Primaria,Pública / Propio,5.01,14.58,7.2,21.78,Medium
483,Universidad de Castilla- La Mancha,Toledo,Grado en Medicina,Pública / Propio,12.67,18.87,7.2,26.07,Medium
484,Universidad de Castilla- La Mancha,Toledo,Grado en Periodismo,Pública / Propio,5.02,14.58,7.2,21.78,Medium
485,Universidad de Castilla- La Mancha,Toledo,Grado en Química,Pública / Propio,5.69,18.87,7.2,26.07,Medium
486,Universidad de Castilla- La Mancha,Toledo,Grado en Relaciones Laborales y Desarrollo de Recursos Humanos,Pública / Propio,5.04,12.13,7.2,19.33,Medium
487,Universidad de Castilla- La Mancha,Toledo,Grado en Terapia Ocupacional,Pública / Propio,5.02,14.58,7.2,21.78,Medium
488,Universidad de Castilla- La Mancha,Toledo,Grado en Trabajo Social,Pública / Propio,5.19,12.13,7.2,19.33,Medium
489,Universidad de Córdoba,Cordoba,Grado en Administración y Dirección de Empresas,Pública / Propio,7.95,12.62,7.2,19.82,Medium
490,Universidad de Córdoba,Cordoba,Grado en Biología,Pública / Propio,6.63,12.62,7.2,19.82,Medium
491,Universidad de Córdoba,Cordoba,Grado en Bioquímica,Pública / Propio,11.86,12.62,7.2,19.82,Medium
492,Universidad de Córdoba,Cordoba,Grado en Ciencia y Tecnología de los Alimentos,Pública / Propio,7.9,12.62,7.2,19.82,Medium
493,Universidad de Córdoba,Cordoba,Grado en Ciencias Ambientales,Pública / Propio,5.0,12.62,7.2,19.82,Medium
494,Universidad de Córdoba,Cordoba,Grado en Cine y Cultura,Pública / Propio,5.0,12.62,7.2,19.82,Medium
495,Universidad de Córdoba,Cordoba,Grado en Derecho,Pública / Propio,5.0,12.62,7.2,19.82,Medium
496,Universidad de Córdoba,Cordoba,Grado en Educación Infantil,Pública / Propio,6.5,12.62,7.2,19.82,Medium
497,Universidad de Córdoba,Cordoba,Grado en Educación Primaria,Pública / Propio,6.61,12.62,7.2,19.82,Medium
498,Universidad de Córdoba,Cordoba,Grado en Enfermería,Pública / Propio,11.24,12.62,7.2,19.82,Medium
499,Universidad de Córdoba,Cordoba,Grado en Enología,Pública / Propio,5.0,12.62,7.2,19.82,Medium
500,Universidad de Córdoba,Cordoba,Grado en Estudios Ingleses,Pública / Propio,5.0,12.62,7.2,19.82,Medium
501,Universidad de Córdoba,Cordoba,Grado en Filología Hispánica,Pública / Propio,5.0,12.62,7.2,19.82,Medium
502,Universidad de Córdoba,Cordoba,Grado en Física,Pública / Propio,10.33,12.62,7.2,19.82,Medium
503,Universidad de Córdoba,Cordoba,Grado en Fisioterapia,Pública / Propio,11.17,12.62,7.2,19.82,Medium
504,Universidad de Córdoba,Cordoba,Grado en Gestión Cultural,Pública / Propio,5.0,12.62,7.2,19.82,Medium
505,Universidad de Córdoba,Cordoba,Grado en Historia,Pública / Propio,5.0,12.62,7.2,19.82,Medium
506,Universidad de Córdoba,Cordoba,Grado en Historia del Arte,Pública / Propio,5.0,12.62,7.2,19.82,Medium
507,Universidad de Córdoba,Cordoba,Grado en Ingeniería Agroalimentaria y del Medio Rural,Pública / Propio,5.0,12.62,7.2,19.82,Medium
508,Universidad de Córdoba,Cordoba,Grado en Ingeniería Civil,Pública / Propio,5.0,12.62,7.2,19.82,Medium
509,Universidad de Córdoba,Cordoba,Grado en Ingeniería Eléctrica,Pública / Propio,5.0,12.62,7.2,19.82,Medium
510,Universidad de Córdoba,Cordoba,Grado en Ingeniería Electrónica Industrial,Pública / Propio,5.0,12.62,7.2,19.82,Medium
511,Universidad de Córdoba,Cordoba,Grado en Ingeniería en Recursos Energéticos y Mineros,Pública / Propio,5.0,12.62,7.2,19.82,Medium
512,Universidad de Córdoba,Cordoba,Grado en Ingeniería Forestal,Pública / Propio,5.0,12.62,7.2,19.82,Medium
513,Universidad de Córdoba,Cordoba,Grado en Ingeniería Informática,Pública / Propio,7.6,12.62,7.2,19.82,Medium
514,Universidad de Córdoba,Cordoba,Grado en Ingeniería Mecánica,Pública / Propio,5.0,12.62,7.2,19.82,Medium
515,Universidad de Córdoba,Cordoba,Grado en Medicina,Pública / Propio,12.79,12.62,7.2,19.82,Medium
516,Universidad de Córdoba,Cordoba,Grado en Psicología,Pública / Propio,8.15,12.62,7.2,19.82,Medium
517,Universidad de Córdoba,Cordoba,Grado en Química,Pública / Propio,5.0,12.62,7.2,19.82,Medium
518,Universidad de Córdoba,Cordoba,Grado en Relaciones Laborales y Recursos Humanos,Pública / Propio,5.0,12.62,7.2,19.82,Medium
519,Universidad de Córdoba,Cordoba,Grado en Traducción e Interpretación,Pública / Propio,10.57,12.62,7.2,19.82,Medium
520,Universidad de Córdoba,Cordoba,Grado en Turismo,Pública / Propio,5.0,12.62,7.2,19.82,Medium
521,Universidad de Córdoba,Cordoba,Grado en Veterinaria,Pública / Propio,11.29,12.62,7.2,19.82,Medium
522,Universidad de Extremadura,Badajoz,Grado en Administración y Dirección de Empresas,Pública / Propio,5.01,12.33,6.1,18.43,Low
523,Universidad de Extremadura,Badajoz,Grado en Administración y Gestión Pública,Pública / Propio,7.46,12.33,6.1,18.43,Low
524,Universidad de Extremadura,Badajoz,Grado en Biología,Pública / Propio,5.63,15.7,6.1,21.8,Medium
525,Universidad de Extremadura,Badajoz,Grado en Bioquímica,Pública / Propio,10.53,15.7,6.1,21.8,Medium
526,Universidad de Extremadura,Badajoz,Grado en Biotecnología,Pública / Propio,7.56,15.7,6.1,21.8,Medium
527,Universidad de Extremadura,Badajoz,Grado en Ciencia y Tecnología de los Alimentos,Pública / Propio,5.8,15.7,6.1,21.8,Medium
528,Universidad de Extremadura,Badajoz,Grado en Ciencias Ambientales,Pública / Propio,6.24,15.7,6.1,21.8,Medium
529,Universidad de Extremadura,Badajoz,Grado en Ciencias de la Actividad Física y el Deporte,Pública / Propio,8.75,12.33,6.1,18.43,Low
530,Universidad de Extremadura,Badajoz,Grado en Comunicación Audiovisual,Pública / Propio,5.76,12.33,6.1,18.43,Low
531,Universidad de Extremadura,Badajoz,Grado en Criminología,Pública / Propio,8.28,12.33,6.1,18.43,Low
532,Universidad de Extremadura,Badajoz,Grado en Derecho,Pública / Propio,5.67,12.33,6.1,18.43,Low
533,Universidad de Extremadura,Badajoz,Grado en Economía,Pública / Propio,5.44,12.33,6.1,18.43,Low
534,Universidad de Extremadura,Badajoz,Grado en Edificación,Pública / Propio,5.49,16.83,6.1,22.93,Medium
535,Universidad de Extremadura,Badajoz,Grado en Educación Infantil,Pública / Propio,5.0,12.33,6.1,18.43,Low
536,Universidad de Extremadura,Badajoz,Grado en Educación Primaria,Pública / Propio,5.04,12.33,6.1,18.43,Low
537,Universidad de Extremadura,Badajoz,Grado en Educación Social,Pública / Propio,6.47,12.33,6.1,18.43,Low
538,Universidad de Extremadura,Badajoz,Grado en Enfermería,Pública / Propio,9.5,18.51,6.1,24.61,Medium
539,Universidad de Extremadura,Badajoz,Grado en Enología,Pública / Propio,5.0,15.7,6.1,21.8,Medium
540,Universidad de Extremadura,Badajoz,Grado en Estadística,Pública / Propio,6.94,15.7,6.1,21.8,Medium
541,Universidad de Extremadura,Badajoz,Grado en Estudios Ingleses,Pública / Propio,6.21,10.31,6.1,16.41,Low
542,Universidad de Extremadura,Badajoz,Grado en Filología Clásica,Pública / Propio,9.2,10.31,6.1,16.41,Low
543,Universidad de Extremadura,Badajoz,Grado en Filología Hispánica,Pública / Propio,6.95,10.31,6.1,16.41,Low
544,Universidad de Extremadura,Badajoz,Grado en Finanzas y Contabilidad,Pública / Propio,5.69,12.33,6.1,18.43,Low
545,Universidad de Extremadura,Badajoz,Grado en Física,Pública / Propio,9.57,15.7,6.1,21.8,Medium
546,Universidad de Extremadura,Badajoz,Grado en Fisioterapia,Pública / Propio,10.8,18.51,6.1,24.61,Medium
547,Universidad de Extremadura,Badajoz,Grado en Geografía y Ordenación del Territorio,Pública / Propio,5.32,10.31,6.1,16.41,Low
548,Universidad de Extremadura,Badajoz,Grado en Historia del Arte y Patrimonio Histórico-Artístico,Pública / Propio,5.21,10.31,6.1,16.41,Low
549,Universidad de Extremadura,Badajoz,Grado en Historia y Patrimonio Histórico,Pública / Propio,5.54,10.31,6.1,16.41,Low
550,Universidad de Extremadura,Badajoz,Grado en Información y Documentación,Pública / Propio,5.28,12.33,6.1,18.43,Low
551,Universidad de Extremadura,Badajoz,Grado en Ingeniería Civil - Construcciones Civiles,Pública / Propio,5.85,16.83,6.1,22.93,Medium
552,Universidad de Extremadura,Badajoz,Grado en Ingeniería Civil - Hidrología,Pública / Propio,5.0,16.83,6.1,22.93,Medium
553,Universidad de Extremadura,Badajoz,Grado en Ingeniería Civil - Transportes y Servicios Urbanos,Pública / Propio,5.0,16.83,6.1,22.93,Medium
554,Universidad de Extremadura,Badajoz,Grado en Ingeniería de las Explotaciones Agropecuarias,Pública / Propio,5.48,16.83,6.1,22.93,Medium
555,Universidad de Extremadura,Badajoz,Grado en Ingeniería de las Industrias Agrarias y Alimentarias,Pública / Propio,5.0,16.83,6.1,22.93,Medium
556,Universidad de Extremadura,Badajoz,Grado en Ingeniería de Materiales,Pública / Propio,4.0,16.83,6.1,22.93,Medium
557,Universidad de Extremadura,Badajoz,Grado en Ingeniería de Sonido e Imagen en Telecomunicación,Pública / Propio,5.3,16.83,6.1,22.93,Medium
558,Universidad de Extremadura,Badajoz,Grado en Ingeniería Eléctrica (Rama Industrial),Pública / Propio,5.07,16.83,6.1,22.93,Medium
559,Universidad de Extremadura,Badajoz,Grado en Ingeniería Electrónica y Automática (Rama Industrial),Pública / Propio,5.53,16.83,6.1,22.93,Medium
560,Universidad de Extremadura,Badajoz,Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos,Pública / Propio,5.11,16.83,6.1,22.93,Medium
561,Universidad de Extremadura,Badajoz,Grado en Ingeniería en Geomática y Topografía,Pública / Propio,5.0,16.83,6.1,22.93,Medium
562,Universidad de Extremadura,Badajoz,Grado en Ingeniería en Tecnologías Industriales,Pública / Propio,4.0,16.83,6.1,22.93,Medium
563,Universidad de Extremadura,Badajoz,Grado en Ingeniería Forestal y del Medio Natural,Pública / Propio,5.67,16.83,6.1,22.93,Medium
564,Universidad de Extremadura,Badajoz,Grado en Ingeniería Hortofrutícola y Jardinería,Pública / Propio,5.3,16.83,6.1,22.93,Medium
565,Universidad de Extremadura,Badajoz,Grado en Ingeniería Informática en Ingeniería de Computadores,Pública / Propio,5.29,16.83,6.1,22.93,Medium
566,Universidad de Extremadura,Badajoz,Grado en Ingeniería Informática en Ingeniería del Software,Pública / Propio,7.84,16.83,6.1,22.93,Medium
567,Universidad de Extremadura,Badajoz,Grado en Ingeniería Informática en Tecnologías de la Información,Pública / Propio,5.77,16.83,6.1,22.93,Medium
568,Universidad de Extremadura,Badajoz,Grado en Ingeniería Mecánica (Rama Industrial),Pública / Propio,5.49,16.83,6.1,22.93,Medium
569,Universidad de Extremadura,Badajoz,Grado en Ingeniería Química Industrial,Pública / Propio,5.71,16.83,6.1,22.93,Medium
570,Universidad de Extremadura,Badajoz,Grado en Ingeniería Telemática en Telecomunicación,Pública / Propio,6.13,16.83,6.1,22.93,Medium
571,Universidad de Extremadura,Badajoz,Grado en Lenguas y Literaturas Modernas- Francés,Pública / Propio,6.55,10.31,6.1,16.41,Low
572,Universidad de Extremadura,Badajoz,Grado en Lenguas y Literaturas Modernas- Portugués,Pública / Propio,7.39,10.31,6.1,16.41,Low
573,Universidad de Extremadura,Badajoz,Grado en Matemáticas,Pública / Propio,9.91,15.7,6.1,21.8,Medium
574,Universidad de Extremadura,Badajoz,Grado en Medicina,Pública / Propio,12.55,18.51,6.1,24.61,Medium
575,Universidad de Extremadura,Badajoz,Grado en Periodismo,Pública / Propio,4.0,12.33,6.1,18.43,Low
576,Universidad de Extremadura,Badajoz,Grado en Podología,Pública / Propio,5.44,18.51,6.1,24.61,Medium
577,Universidad de Extremadura,Badajoz,Grado en Psicología,Pública / Propio,9.92,12.33,6.1,18.43,Low
578,Universidad de Extremadura,Badajoz,Grado en Química,Pública / Propio,5.89,15.7,6.1,21.8,Medium
579,Universidad de Extremadura,Badajoz,Grado en Relaciones Laborales y Recursos Humanos,Pública / Propio,5.22,12.33,6.1,18.43,Low
580,Universidad de Extremadura,Badajoz,Grado en Terapia Ocupacional,Pública / Propio,5.38,18.51,6.1,24.61,Medium
581,Universidad de Extremadura,Badajoz,Grado en Turismo,Pública / Propio,5.54,12.33,6.1,18.43,Low
582,Universidad de Extremadura,Badajoz,Grado en Veterinaria,Pública / Propio,10.63,18.51,6.1,24.61,Medium
583,Universidad de Girona,Girona,Grado en Administración y Dirección de Empresa,Pública / Propio,8.28,25.27,9.1,34.37,Medium
584,Universidad de Girona,Girona,Grado en Arquitectura Técnica y Edificación,Pública / Propio,5.0,35.77,9.1,44.87,High
585,Universidad de Girona,Girona,Grado en Biología,Pública / Propio,8.13,35.77,9.1,44.87,High
586,Universidad de Girona,Girona,Grado en Biotecnología,Pública / Propio,5.73,35.77,9.1,44.87,High
587,Universidad de Girona,Girona,Grado en Ciencias Ambientales,Pública / Propio,7.16,35.77,9.1,44.87,High
588,Universidad de Girona,Girona,Grado en Ciencias Políticas y de la Administración,Pública / Propio,5.0,25.27,9.1,34.37,Medium
589,Universidad de Girona,Girona,Grado en Comunicación Cultural,Pública / Propio,5.0,25.27,9.1,34.37,Medium
590,Universidad de Girona,Girona,Grado en Contabilidad y Finanzas,Pública / Propio,5.0,25.27,9.1,34.37,Medium
591,Universidad de Girona,Girona,Grado en Criminología,Pública / Propio,7.5,25.27,9.1,34.37,Medium
592,Universidad de Girona,Girona,Grado en Derecho,Pública / Propio,6.58,25.27,9.1,34.37,Medium
593,Universidad de Girona,Girona,Grado en Diseño y Desarrollo de Videojuegos,Pública / Propio,7.53,35.77,9.1,44.87,High
594,Universidad de Girona,Girona,Grado en Economía,Pública / Propio,6.61,25.27,9.1,34.37,Medium
595,Universidad de Girona,Girona,Grado en Educación Social,Pública / Propio,7.98,25.27,9.1,34.37,Medium
596,Universidad de Girona,Girona,Grado en Enfermería,Pública / Propio,9.15,39.53,9.1,48.63,High
597,Universidad de Girona,Girona,Grado en Estudios de Arquitectura,Pública / Propio,5.53,35.77,9.1,44.87,High
598,Universidad de Girona,Girona,Grado en Filosofía,Pública / Propio,5.0,25.27,9.1,34.37,Medium
599,Universidad de Girona,Girona,"Grado en Geografía, Ordenación del Territorio y Gestión del Medio Ambiente",Pública / Propio,5.0,25.27,9.1,34.37,Medium
600,Universidad de Girona,Girona,Grado en Historia,Pública / Propio,5.0,25.27,9.1,34.37,Medium
601,Universidad de Girona,Girona,Grado en Historia del Arte,Pública / Propio,5.0,25.27,9.1,34.37,Medium
602,Universidad de Girona,Girona,Grado en Ingeniería Agroalimentaria,Pública / Propio,5.0,39.53,9.1,48.63,High
603,Universidad de Girona,Girona,Grado en Ingeniería Biomédica,Pública / Propio,8.73,39.53,9.1,48.63,High
604,Universidad de Girona,Girona,Grado en Ingeniería Eléctrica,Pública / Propio,5.0,39.53,9.1,48.63,High
605,Universidad de Girona,Girona,Grado en Ingeniería Electrónica Industrial y Automática,Pública / Propio,5.0,39.53,9.1,48.63,High
606,Universidad de Girona,Girona,Grado en Ingeniería en Tecnologías Industriales,Pública / Propio,5.0,39.53,9.1,48.63,High
607,Universidad de Girona,Girona,Grado en Ingeniería Informática,Pública / Propio,6.54,39.53,9.1,48.63,High
608,Universidad de Girona,Girona,Grado en Ingeniería Mecánica,Pública / Propio,5.0,39.53,9.1,48.63,High
609,Universidad de Girona,Girona,Grado en Ingeniería Química,Pública / Propio,5.0,39.53,9.1,48.63,High
610,Universidad de Girona,Girona,Grado en Innovación y Seguridad Alimentaria,Pública / Propio,5.0,35.77,9.1,44.87,High
611,Universidad de Girona,Girona,Grado en Lengua y Literatura Catalanas,Pública / Propio,5.0,25.27,9.1,34.37,Medium
612,Universidad de Girona,Girona,Grado en Lengua y Literatura Españolas,Pública / Propio,5.0,25.27,9.1,34.37,Medium
613,Universidad de Girona,Girona,Grado en Maestro/a de Educación Infantil,Pública / Propio,7.53,25.27,9.1,34.37,Medium
614,Universidad de Girona,Girona,Grado en Maestro/a de Educación Primaria,Pública / Propio,8.66,25.27,9.1,34.37,Medium
615,Universidad de Girona,Girona,Grado en Medicina,Pública / Propio,12.2,39.53,9.1,48.63,High
616,Universidad de Girona,Girona,Grado en Pedagogía,Pública / Propio,7.66,25.27,9.1,34.37,Medium
617,Universidad de Girona,Girona,Grado en Psicología,Pública / Propio,8.2,35.77,9.1,44.87,High
618,Universidad de Girona,Girona,Grado en Publicidad y Relaciones Públicas,Pública / Propio,8.42,35.77,9.1,44.87,High
619,Universidad de Girona,Girona,Grado en Química,Pública / Propio,7.13,35.77,9.1,44.87,High
620,Universidad de Girona,Girona,Grado en Trabajo Social,Pública / Propio,6.88,25.27,9.1,34.37,Medium
621,Universidad de Girona,Girona,Grado en Turismo,Pública / Propio,5.0,25.27,9.1,34.37,Medium
622,Universidad de Granada,Granada,Grado en Administración y Dirección de Empresas,Pública / Propio,9.28,12.62,8.1,20.72,Medium
623,Universidad de Granada,Granada,Grado en Antropología Social y Cultural,Pública / Propio,5.66,12.62,8.1,20.72,Medium
624,Universidad de Granada,Granada,Grado en Arqueología,Pública / Propio,5.0,12.62,8.1,20.72,Medium
625,Universidad de Granada,Granada,Grado en Bellas Artes,Pública / Propio,8.53,12.62,8.1,20.72,Medium
626,Universidad de Granada,Granada,Grado en Biología,Pública / Propio,8.81,12.62,8.1,20.72,Medium
627,Universidad de Granada,Granada,Grado en Bioquímica,Pública / Propio,12.33,12.62,8.1,20.72,Medium
628,Universidad de Granada,Granada,Grado en Biotecnología,Pública / Propio,12.35,12.62,8.1,20.72,Medium
629,Universidad de Granada,Granada,Grado en Ciencia y Tecnología de los Alimentos,Pública / Propio,8.57,12.62,8.1,20.72,Medium
630,Universidad de Granada,Granada,Grado en Ciencias Ambientales,Pública / Propio,5.0,12.62,8.1,20.72,Medium
631,Universidad de Granada,Granada,Grado en Ciencias de la Actividad Física y del Deporte,Pública / Propio,10.97,12.62,8.1,20.72,Medium
632,Universidad de Granada,Granada,Grado en Ciencias Políticas y de la Administración,Pública / Propio,5.0,12.62,8.1,20.72,Medium
633,Universidad de Granada,Granada,Grado en Comunicación Audiovisual,Pública / Propio,9.91,12.62,8.1,20.72,Medium
634,Universidad de Granada,Granada,Grado en Conservación y Restauración de Bienes Culturales,Pública / Propio,7.82,12.62,8.1,20.72,Medium
635,Universidad de Granada,Granada,Grado en Criminología,Pública / Propio,10.5,12.62,8.1,20.72,Medium
636,Universidad de Granada,Granada,Grado en Derecho,Pública / Propio,5.67,12.62,8.1,20.72,Medium
637,Universidad de Granada,Granada,Grado en Economía,Pública / Propio,6.4,12.62,8.1,20.72,Medium
638,Universidad de Granada,Granada,Grado en Edificación,Pública / Propio,5.0,12.62,8.1,20.72,Medium
639,Universidad de Granada,Granada,Grado en Educación Infantil,Pública / Propio,7.28,12.62,8.1,20.72,Medium
640,Universidad de Granada,Granada,Grado en Educación Primaria,Pública / Propio,7.23,12.62,8.1,20.72,Medium
641,Universidad de Granada,Granada,Grado en Educación Social,Pública / Propio,6.66,12.62,8.1,20.72,Medium
642,Universidad de Granada,Granada,Grado en Enfermería,Pública / Adscrito,4.0,12.62,8.1,20.72,Medium
643,Universidad de Granada,Granada,Grado en Enfermería,Pública / Propio,8.93,12.62,8.1,20.72,Medium
644,Universidad de Granada,Granada,Grado en Estadística,Pública / Propio,7.94,12.62,8.1,20.72,Medium
645,Universidad de Granada,Granada,Grado en Estudios Árabes e Islámicos,Pública / Propio,5.0,12.62,8.1,20.72,Medium
646,Universidad de Granada,Granada,Grado en Estudios de Arquitectura,Pública / Propio,5.0,12.62,8.1,20.72,Medium
647,Universidad de Granada,Granada,Grado en Estudios Franceses,Pública / Propio,5.0,12.62,8.1,20.72,Medium
648,Universidad de Granada,Granada,Grado en Estudios Ingleses,Pública / Propio,7.41,12.62,8.1,20.72,Medium
649,Universidad de Granada,Granada,Grado en Farmacia,Pública / Propio,8.96,12.62,8.1,20.72,Medium
650,Universidad de Granada,Granada,Grado en Filología Clásica,Pública / Propio,5.0,12.62,8.1,20.72,Medium
651,Universidad de Granada,Granada,Grado en Filología Hispánica,Pública / Propio,7.36,12.62,8.1,20.72,Medium
652,Universidad de Granada,Granada,Grado en Filosofía,Pública / Propio,6.35,12.62,8.1,20.72,Medium
653,Universidad de Granada,Granada,Grado en Finanzas y Contabilidad,Pública / Propio,6.36,12.62,8.1,20.72,Medium
654,Universidad de Granada,Granada,Grado en Física,Pública / Propio,11.36,12.62,8.1,20.72,Medium
655,Universidad de Granada,Granada,Grado en Fisioterapia,Pública / Propio,9.13,12.62,8.1,20.72,Medium
656,Universidad de Granada,Granada,Grado en Geografía y Gestión del Territorio,Pública / Propio,5.0,12.62,8.1,20.72,Medium
657,Universidad de Granada,Granada,Grado en Geología,Pública / Propio,5.0,12.62,8.1,20.72,Medium
658,Universidad de Granada,Granada,Grado en Gestión y Administración Pública,Pública / Propio,4.0,12.62,8.1,20.72,Medium
659,Universidad de Granada,Granada,Grado en Historia,Pública / Propio,6.17,12.62,8.1,20.72,Medium
660,Universidad de Granada,Granada,Grado en Historia del Arte,Pública / Propio,5.0,12.62,8.1,20.72,Medium
661,Universidad de Granada,Granada,Grado en Historia y Ciencias de la Música,Pública / Propio,7.13,12.62,8.1,20.72,Medium
662,Universidad de Granada,Granada,Grado en Información y Documentación,Pública / Propio,5.0,12.62,8.1,20.72,Medium
663,Universidad de Granada,Granada,Grado en Ingeniería Civil,Pública / Propio,5.0,12.62,8.1,20.72,Medium
664,Universidad de Granada,Granada,Grado en Ingeniería de Tecnologías de Telecomunicación,Pública / Propio,8.66,12.62,8.1,20.72,Medium
665,Universidad de Granada,Granada,Grado en Ingeniería Electrónica Industrial,Pública / Propio,9.42,12.62,8.1,20.72,Medium
666,Universidad de Granada,Granada,Grado en Ingeniería Informática,Pública / Propio,8.92,12.62,8.1,20.72,Medium
667,Universidad de Granada,Granada,Grado en Ingeniería Química,Pública / Propio,5.0,12.62,8.1,20.72,Medium
668,Universidad de Granada,Granada,Grado en Lenguas Modernas y sus Literaturas,Pública / Propio,8.84,12.62,8.1,20.72,Medium
669,Universidad de Granada,Granada,Grado en Literaturas Comparadas,Pública / Propio,5.0,12.62,8.1,20.72,Medium
670,Universidad de Granada,Granada,Grado en Logopedia,Pública / Propio,7.22,12.62,8.1,20.72,Medium
671,Universidad de Granada,Granada,Grado en Marketing e Investigación de Mercados,Pública / Propio,9.23,12.62,8.1,20.72,Medium
672,Universidad de Granada,Granada,Grado en Matemáticas,Pública / Propio,11.58,12.62,8.1,20.72,Medium
673,Universidad de Granada,Granada,Grado en Medicina,Pública / Propio,12.9,12.62,8.1,20.72,Medium
674,Universidad de Granada,Granada,Grado en Nutrición Humana y Dietética,Pública / Propio,9.62,12.62,8.1,20.72,Medium
675,Universidad de Granada,Granada,Grado en Odontología,Pública / Propio,12.11,12.62,8.1,20.72,Medium
676,Universidad de Granada,Granada,Grado en Óptica y Optometría,Pública / Propio,5.83,12.62,8.1,20.72,Medium
677,Universidad de Granada,Granada,Grado en Pedagogía,Pública / Propio,6.15,12.62,8.1,20.72,Medium
678,Universidad de Granada,Granada,Grado en Psicología,Pública / Propio,8.08,12.62,8.1,20.72,Medium
679,Universidad de Granada,Granada,Grado en Química,Pública / Propio,6.29,12.62,8.1,20.72,Medium
680,Universidad de Granada,Granada,Grado en Relaciones Laborales y Recursos Humanos,Pública / Propio,5.0,12.62,8.1,20.72,Medium
681,Universidad de Granada,Granada,Grado en Sociología,Pública / Propio,5.0,12.62,8.1,20.72,Medium
682,Universidad de Granada,Granada,Grado en Terapia Ocupacional,Pública / Propio,8.7,12.62,8.1,20.72,Medium
683,Universidad de Granada,Granada,Grado en Trabajo Social,Pública / Propio,5.34,12.62,8.1,20.72,Medium
684,Universidad de Granada,Granada,Grado en Traducción e Interpretación,Pública / Propio,10.46,12.62,8.1,20.72,Medium
685,Universidad de Granada,Granada,Grado en Turismo,Pública / Propio,6.04,12.62,8.1,20.72,Medium
686,Universidad de Huelva,Huelva,Grado en Administración y Dirección de Empresas,Pública / Propio,5.0,12.62,6.6,19.22,Medium
687,Universidad de Huelva,Huelva,Grado en Ciencias Ambientales,Pública / Propio,5.0,12.62,6.6,19.22,Medium
688,Universidad de Huelva,Huelva,Grado en Ciencias de la Actividad Física y del Deporte,Pública / Propio,9.75,12.62,6.6,19.22,Medium
689,Universidad de Huelva,Huelva,Grado en Derecho,Pública / Propio,5.0,12.62,6.6,19.22,Medium
690,Universidad de Huelva,Huelva,Grado en Educación Infantil,Pública / Propio,7.33,12.62,6.6,19.22,Medium
691,Universidad de Huelva,Huelva,Grado en Educación Primaria,Pública / Propio,6.83,12.62,6.6,19.22,Medium
692,Universidad de Huelva,Huelva,Grado en Educación Social,Pública / Propio,5.0,12.62,6.6,19.22,Medium
693,Universidad de Huelva,Huelva,Grado en Enfermería,Pública / Propio,10.34,12.62,6.6,19.22,Medium
694,Universidad de Huelva,Huelva,Grado en Estudios Ingleses,Pública / Propio,5.0,12.62,6.6,19.22,Medium
695,Universidad de Huelva,Huelva,Grado en Filología Hispánica,Pública / Propio,5.0,12.62,6.6,19.22,Medium
696,Universidad de Huelva,Huelva,Grado en Finanzas y Contabilidad,Pública / Propio,5.0,12.62,6.6,19.22,Medium
697,Universidad de Huelva,Huelva,Grado en Geología,Pública / Propio,5.0,12.62,6.6,19.22,Medium
698,Universidad de Huelva,Huelva,Grado en Gestión Cultural,Pública / Propio,5.0,12.62,6.6,19.22,Medium
699,Universidad de Huelva,Huelva,Grado en Historia,Pública / Propio,5.0,12.62,6.6,19.22,Medium
