,Universidad,Ciudad,Titulo,Tipo,Nota_corte,precio_credito,precio_alquiler,gasto,gasto_cat
0,Universidad Autónoma de Barcelona,Barcelona,Grado en Administración y Dirección de Empresas,Pública / Propio,8.82,25.27,15.7,40.97,High
1,Universidad Autónoma de Barcelona,Barcelona,Grado en Antropología Social y Cultural,Pública / Propio,5.57,25.27,15.7,40.97,High
2,Universidad Autónoma de Barcelona,Barcelona,Grado en Arqueología,Pública / Propio,5.0,35.77,15.7,51.47,High
3,Universidad Autónoma de Barcelona,Barcelona,Grado en Biología,Pública / Propio,10.7,35.77,15.7,51.47,High
4,Universidad Autónoma de Barcelona,Barcelona,Grado en Biología Ambiental,Pública / Propio,10.57,35.77,15.7,51.47,High
5,Universidad Autónoma de Barcelona,Barcelona,Grado en Bioquímica,Pública / Propio,11.31,35.77,15.7,51.47,High
6,Universidad Autónoma de Barcelona,Barcelona,Grado en Biotecnología,Pública / Propio,11.0,35.77,15.7,51.47,High
7,Universidad Autónoma de Barcelona,Barcelona,Grado en Ciencia Política y Gestión Pública,Pública / Propio,9.05,25.27,15.7,40.97,High
8,Universidad Autónoma de Barcelona,Barcelona,Grado en Ciencia y Tecnología de los Alimentos,Pública / Propio,5.81,35.77,15.7,51.47,High
9,Universidad Autónoma de Barcelona,Barcelona,Grado en Ciencias Ambientales,Pública / Propio,9.19,35.77,15.7,51.47,High
10,Universidad Autónoma de Barcelona,Barcelona,Grado en Ciencias Biomédicas,Pública / Propio,12.38,39.53,15.7,55.23,High
11,Universidad Autónoma de Barcelona,Barcelona,Grado en Ciencias de la Antigüedad,Pública / Propio,5.0,25.27,15.7,40.97,High
12,Universidad Autónoma de Barcelona,Barcelona,Grado en Comunicación Audiovisual,Pública / Propio,10.38,35.77,15.7,51.47,High
13,Universidad Autónoma de Barcelona,Barcelona,Grado en Comunicación de las Organizaciones,Pública / Propio,9.42,35.77,15.7,51.47,High
14,Universidad Autónoma de Barcelona,Barcelona,Grado en Comunicación Interactiva,Pública / Propio,7.54,35.77,15.7,51.47,High
15,Universidad Autónoma de Barcelona,Barcelona,Grado en Contabilidad y Finanzas,Pública / Propio,5.96,25.27,15.7,40.97,High
16,Universidad Autónoma de Barcelona,Barcelona,Grado en Criminología,Pública / Propio,8.79,25.27,15.7,40.97,High
17,Universidad Autónoma de Barcelona,Barcelona,Grado en Derecho,Pública / Propio,8.42,25.27,15.7,40.97,High
18,Universidad Autónoma de Barcelona,Barcelona,Grado en Economía,Pública / Propio,7.28,25.27,15.7,40.97,High
19,Universidad Autónoma de Barcelona,Barcelona,Grado en Educación Infantil,Pública / Propio,8.49,25.27,15.7,40.97,High
20,Universidad Autónoma de Barcelona,Barcelona,Grado en Educación Primaria,Pública / Propio,8.0,25.27,15.7,40.97,High
21,Universidad Autónoma de Barcelona,Barcelona,Grado en Educación Social,Pública / Propio,9.6,25.27,15.7,40.97,High
22,Universidad Autónoma de Barcelona,Barcelona,Grado en Empresa y Tecnología,Pública / Propio,7.38,25.27,15.7,40.97,High
23,Universidad Autónoma de Barcelona,Barcelona,Grado en Enfermería,Pública / Propio,10.77,39.53,15.7,55.23,High
24,Universidad Autónoma de Barcelona,Barcelona,Grado en Estadística Aplicada,Pública / Propio,6.39,35.77,15.7,51.47,High
25,Universidad Autónoma de Barcelona,Barcelona,Grado en Estudios de Asia Oriental,Pública / Propio,8.71,35.77,15.7,51.47,High
26,Universidad Autónoma de Barcelona,Barcelona,Grado en Estudios de Catalán y Español,Pública / Propio,5.0,25.27,15.7,40.97,High
27,Universidad Autónoma de Barcelona,Barcelona,Grado en Estudios de Inglés y Catalán,Pública / Propio,5.0,25.27,15.7,40.97,High
28,Universidad Autónoma de Barcelona,Barcelona,Grado en Estudios de Inglés y de Clásicas,Pública / Propio,5.0,25.27,15.7,40.97,High
29,Universidad Autónoma de Barcelona,Barcelona,Grado en Estudios de Inglés y Español,Pública / Propio,6.19,25.27,15.7,40.97,High
30,Universidad Autónoma de Barcelona,Barcelona,Grado en Estudios de Inglés y Francés,Pública / Propio,5.0,25.27,15.7,40.97,High
31,Universidad Autónoma de Barcelona,Barcelona,Grado en Estudios Franceses,Pública / Propio,5.0,25.27,15.7,40.97,High
32,Universidad Autónoma de Barcelona,Barcelona,Grado en Estudios Ingleses,Pública / Propio,5.31,25.27,15.7,40.97,High
33,Universidad Autónoma de Barcelona,Barcelona,Grado en Estudios Socioculturales de Género,Pública / Propio,8.72,25.27,15.7,40.97,High
34,Universidad Autónoma de Barcelona,Barcelona,Grado en Filosofía,Pública / Propio,5.0,25.27,15.7,40.97,High
35,Universidad Autónoma de Barcelona,Barcelona,Grado en Física,Pública / Propio,11.92,35.77,15.7,51.47,High
36,Universidad Autónoma de Barcelona,Barcelona,Grado en Fisioterapia,Pública / Propio,9.94,39.53,15.7,55.23,High
37,Universidad Autónoma de Barcelona,Barcelona,Grado en Genética,Pública / Propio,11.83,35.77,15.7,51.47,High
38,Universidad Autónoma de Barcelona,Barcelona,"Grado en Geografía, Medio Ambiente y Planificación Territorial",Pública / Propio,5.12,25.27,15.7,40.97,High
39,Universidad Autónoma de Barcelona,Barcelona,Grado en Geología,Pública / Propio,5.0,35.77,15.7,51.47,High
40,Universidad Autónoma de Barcelona,Barcelona,Grado en Gestión Aeronáutica,Pública / Propio,5.28,35.77,15.7,51.47,High
41,Universidad Autónoma de Barcelona,Barcelona,Grado en Gestión de Ciudades Inteligentes y Sostenibles,Pública / Propio,5.04,35.77,15.7,51.47,High
42,Universidad Autónoma de Barcelona,Barcelona,Grado en Historia,Pública / Propio,5.0,25.27,15.7,40.97,High
43,Universidad Autónoma de Barcelona,Barcelona,Grado en Historia del Arte,Pública / Propio,5.0,25.27,15.7,40.97,High
44,Universidad Autónoma de Barcelona,Barcelona,Grado en Humanidades,Pública / Propio,5.0,25.27,15.7,40.97,High
45,Universidad Autónoma de Barcelona,Barcelona,Grado en Ingeniería de Datos,Pública / Propio,8.0,39.53,15.7,55.23,High
46,Universidad Autónoma de Barcelona,Barcelona,Grado en Ingeniería de Sistemas de Telecomunicación,Pública / Propio,4.0,39.53,15.7,55.23,High
47,Universidad Autónoma de Barcelona,Barcelona,Grado en Ingeniería Electrónica de Telecomunicación,Pública / Propio,4.0,39.53,15.7,55.23,High
48,Universidad Autónoma de Barcelona,Barcelona,Grado en Ingeniería Informática,Pública / Propio,7.84,39.53,15.7,55.23,High
49,Universidad Autónoma de Barcelona,Barcelona,Grado en Ingeniería Química,Pública / Propio,7.09,39.53,15.7,55.23,High
50,Universidad Autónoma de Barcelona,Barcelona,Grado en Lengua y Literatura Catalanas,Pública / Propio,5.0,25.27,15.7,40.97,High
51,Universidad Autónoma de Barcelona,Barcelona,Grado en Lengua y Literatura Españolas,Pública / Propio,5.0,25.27,15.7,40.97,High
52,Universidad Autónoma de Barcelona,Barcelona,Grado en Logopedia,Pública / Propio,7.53,35.77,15.7,51.47,High
53,Universidad Autónoma de Barcelona,Barcelona,Grado en Matemática Computacional y Analítica de Datos,Pública / Propio,10.92,39.53,15.7,55.23,High
54,Universidad Autónoma de Barcelona,Barcelona,Grado en Matemáticas,Pública / Propio,11.21,35.77,15.7,51.47,High
55,Universidad Autónoma de Barcelona,Barcelona,Grado en Medicina,Pública / Propio,12.3,39.53,15.7,55.23,High
56,Universidad Autónoma de Barcelona,Barcelona,Grado en Microbiología,Pública / Propio,11.15,35.77,15.7,51.47,High
57,Universidad Autónoma de Barcelona,Barcelona,Grado en Musicología,Pública / Propio,6.47,25.27,15.7,40.97,High
58,Universidad Autónoma de Barcelona,Barcelona,Grado en Nanociencia y Nanotecnología,Pública / Propio,10.18,35.77,15.7,51.47,High
59,Universidad Autónoma de Barcelona,Barcelona,Grado en Pedagogía,Pública / Propio,8.41,25.27,15.7,40.97,High
60,Universidad Autónoma de Barcelona,Barcelona,Grado en Periodismo,Pública / Propio,10.09,35.77,15.7,51.47,High
61,Universidad Autónoma de Barcelona,Barcelona,Grado en Psicología,Pública / Propio,8.34,35.77,15.7,51.47,High
62,Universidad Autónoma de Barcelona,Barcelona,Grado en Publicidad y Relaciones Públicas,Pública / Propio,10.97,35.77,15.7,51.47,High
63,Universidad Autónoma de Barcelona,Barcelona,Grado en Química,Pública / Propio,8.94,35.77,15.7,51.47,High
64,Universidad Autónoma de Barcelona,Barcelona,Grado en Relaciones Internacionales,Pública / Propio,11.17,25.27,15.7,40.97,High
65,Universidad Autónoma de Barcelona,Barcelona,Grado en Relaciones Laborales,Pública / Propio,6.51,25.27,15.7,40.97,High
66,Universidad Autónoma de Barcelona,Barcelona,Grado en Sociología,Pública / Propio,7.08,25.27,15.7,40.97,High
67,Universidad Autónoma de Barcelona,Barcelona,Grado en Traducción e Interpretación,Pública / Propio,5.0,35.77,15.7,51.47,High
68,Universidad Autónoma de Barcelona,Barcelona,Grado en Veterinaria,Pública / Propio,11.6,39.53,15.7,55.23,High
69,Universidad Autónoma de Madrid,Madrid,Grado en Administración y Dirección de Empresas,Pública / Propio,9.63,21.39,15.7,37.09,Medium
70,Universidad Autónoma de Madrid,Madrid,Grado en Antropología Social y Cultural por la Universidad Autónoma de Madrid,Pública / Propio,5.26,21.39,15.7,37.09,Medium
71,Universidad Autónoma de Madrid,Madrid,Grado en Biología,Pública / Propio,10.42,26.14,15.7,41.84,High
72,Universidad Autónoma de Madrid,Madrid,Grado en Bioquímica,Pública / Propio,12.68,26.14,15.7,41.84,High
73,Universidad Autónoma de Madrid,Madrid,Grado en Ciencia Política y Administración Pública,Pública / Propio,9.2,21.39,15.7,37.09,Medium
74,Universidad Autónoma de Madrid,Madrid,Grado en Ciencia y Tecnología de los Alimentos,Pública / Propio,8.39,26.14,15.7,41.84,High
75,Universidad Autónoma de Madrid,Madrid,Grado en Ciencias Ambientales,Pública / Propio,8.22,26.14,15.7,41.84,High
76,Universidad Autónoma de Madrid,Madrid,Grado en Ciencias de la Actividad Física y del Deporte,Pública / Propio,10.35,26.14,15.7,41.84,High
77,Universidad Autónoma de Madrid,Madrid,Grado en Ciencias y Lenguas de la Antigüedad,Pública / Propio,5.12,21.39,15.7,37.09,Medium
78,Universidad Autónoma de Madrid,Madrid,Grado en Derecho,Pública / Propio,9.54,21.39,15.7,37.09,Medium
79,Universidad Autónoma de Madrid,Madrid,Grado en Economía,Pública / Propio,9.11,21.39,15.7,37.09,Medium
80,Universidad Autónoma de Madrid,Madrid,Grado en Economía y Finanzas,Pública / Propio,11.44,21.39,15.7,37.09,Medium
81,Universidad Autónoma de Madrid,Madrid,Grado en Enfermería,Pública / Propio,11.42,26.14,15.7,41.84,High
82,Universidad Autónoma de Madrid,Madrid,"Grado en Estudios de Asia y África: Árabe, Chino y Japonés",Pública / Propio,5.05,21.39,15.7,37.09,Medium
83,Universidad Autónoma de Madrid,Madrid,Grado en Estudios Hispánicos: Lengua Española y sus Literaturas,Pública / Propio,5.08,21.39,15.7,37.09,Medium
84,Universidad Autónoma de Madrid,Madrid,Grado en Estudios Ingleses,Pública / Propio,5.52,21.39,15.7,37.09,Medium
85,Universidad Autónoma de Madrid,Madrid,Grado en Estudios Internacionales,Pública / Propio,10.83,21.39,15.7,37.09,Medium
86,Universidad Autónoma de Madrid,Madrid,Grado en Filosofía,Pública / Propio,7.28,21.39,15.7,37.09,Medium
87,Universidad Autónoma de Madrid,Madrid,"Grado en Filosofía, Política y Economía",Pública / Propio,4.0,21.39,15.7,37.09,Medium
88,Universidad Autónoma de Madrid,Madrid,Grado en Física,Pública / Propio,12.79,24.55,15.7,40.25,High
89,Universidad Autónoma de Madrid,Madrid,Grado en Geografía y Ordenación del Territorio,Pública / Propio,5.18,21.39,15.7,37.09,Medium
90,Universidad Autónoma de Madrid,Madrid,Grado en Gestión Aeronáutica,Pública / Propio,9.89,24.55,15.7,40.25,High
91,Universidad Autónoma de Madrid,Madrid,Grado en Historia,Pública / Propio,5.06,21.39,15.7,37.09,Medium
92,Universidad Autónoma de Madrid,Madrid,Grado en Historia del Arte,Pública / Propio,5.16,21.39,15.7,37.09,Medium
93,Universidad Autónoma de Madrid,Madrid,Grado en Historia y Ciencias de la Música y Tecnología Musical,Pública / Propio,8.62,21.39,15.7,37.09,Medium
94,Universidad Autónoma de Madrid,Madrid,Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación,Pública / Propio,8.23,24.55,15.7,40.25,High
95,Universidad Autónoma de Madrid,Madrid,Grado en Ingeniería Informática,Pública / Propio,8.92,24.55,15.7,40.25,High
96,Universidad Autónoma de Madrid,Madrid,Grado en Ingeniería Química,Pública / Propio,9.03,24.55,15.7,40.25,High
97,Universidad Autónoma de Madrid,Madrid,"Grado en Lenguas Modernas, Cultura y Comunicación",Pública / Propio,5.32,21.39,15.7,37.09,Medium
98,Universidad Autónoma de Madrid,Madrid,Grado en Maestro en Educación Infantil,Pública / Propio,7.93,21.39,15.7,37.09,Medium
99,Universidad Autónoma de Madrid,Madrid,Grado en Maestro en Educación Primaria,Pública / Propio,8.39,21.39,15.7,37.09,Medium
100,Universidad Autónoma de Madrid,Madrid,Grado en Matemáticas,Pública / Propio,12.57,21.39,15.7,37.09,Medium
101,Universidad Autónoma de Madrid,Madrid,Grado en Medicina,Pública / Propio,13.08,26.14,15.7,41.84,High
102,Universidad Autónoma de Madrid,Madrid,Grado en Nutrición Humana y Dietética,Pública / Propio,10.02,26.14,15.7,41.84,High
103,Universidad Autónoma de Madrid,Madrid,Grado en Psicología,Pública / Propio,9.89,21.39,15.7,37.09,Medium
104,Universidad Autónoma de Madrid,Madrid,Grado en Química,Pública / Propio,10.38,26.14,15.7,41.84,High
105,Universidad Autónoma de Madrid,Madrid,Grado en Traducción e Interpretación,Pública / Propio,7.3,21.39,15.7,37.09,Medium
106,Universidad Autónoma de Madrid,Madrid,Grado en Turismo,Pública / Propio,7.31,21.39,15.7,37.09,Medium
107,Universidad Carlos III de Madrid,Madrid,Grado en Administración de Empresas// Bachelor in Business Administration,Pública / Propio,10.56,21.39,15.7,37.09,Medium
108,Universidad Carlos III de Madrid,Madrid,Grado en Applied Mathematics and Computing / Matemática Aplicada y Computación,Pública / Propio,12.26,24.55,15.7,40.25,High
109,Universidad Carlos III de Madrid,Madrid,Grado en Ciencias Políticas/Bachelor in Political Science,Pública / Propio,9.7,21.39,15.7,37.09,Medium
110,Universidad Carlos III de Madrid,Madrid,"Grado en Comunicación Audiovisual/Bachelor in Film, Television and Media Studies",Pública / Propio,11.38,21.39,15.7,37.09,Medium
111,Universidad Carlos III de Madrid,Madrid,Grado en Data Science and Engineering/ Ciencia e Ingeniería de Datos,Pública / Propio,11.48,24.55,15.7,40.25,High
112,Universidad Carlos III de Madrid,Madrid,Grado en Derecho,Pública / Propio,9.53,21.39,15.7,37.09,Medium
113,Universidad Carlos III de Madrid,Madrid,Grado en Economía/ Bachelor in Economics,Pública / Propio,11.32,21.39,15.7,37.09,Medium
114,Universidad Carlos III de Madrid,Madrid,Grado en Empresa y Tecnología,Pública / Propio,12.62,21.39,15.7,37.09,Medium
115,Universidad Carlos III de Madrid,Madrid,Grado en Engineering Physics / Ingeniería Física,Pública / Propio,12.98,24.55,15.7,40.25,High
116,Universidad Carlos III de Madrid,Madrid,Grado en Estadística y Empresa,Pública / Propio,11.03,21.39,15.7,37.09,Medium
117,Universidad Carlos III de Madrid,Madrid,Grado en Estudios Culturales,Pública / Propio,6.04,21.39,15.7,37.09,Medium
118,Universidad Carlos III de Madrid,Madrid,Grado en Estudios Internacionales,Pública / Propio,12.39,21.39,15.7,37.09,Medium
119,Universidad Carlos III de Madrid,Madrid,"Grado en Filosofía, Política y Economía",Pública / Propio,12.8,21.39,15.7,37.09,Medium
120,Universidad Carlos III de Madrid,Madrid,Grado en Finanzas y Contabilidad/ Bachelor in Finance and Accounting,Pública / Propio,10.55,21.39,15.7,37.09,Medium
121,Universidad Carlos III de Madrid,Madrid,Grado en Gestión de la Información y Contenidos Digitales,Pública / Propio,10.31,21.39,15.7,37.09,Medium
122,Universidad Carlos III de Madrid,Madrid,Grado en Historia y Política/Bachelor in History and Politics,Pública / Propio,9.99,21.39,15.7,37.09,Medium
123,Universidad Carlos III de Madrid,Madrid,Grado en Humanidades,Pública / Propio,6.31,21.39,15.7,37.09,Medium
124,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería Aeroespacial,Pública / Propio,12.65,24.55,15.7,40.25,High
125,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería Biomédica,Pública / Propio,12.87,26.14,15.7,41.84,High
126,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería de Comunicaciones Móviles y Espaciales/,Pública / Propio,8.0,24.55,15.7,40.25,High
127,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería de la Energía,Pública / Propio,10.92,24.55,15.7,40.25,High
128,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería de Sonido e Imagen/ Bachelor's Degree in Sound and Image Engineering,Pública / Propio,7.34,24.55,15.7,40.25,High
129,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería Eléctrica/Bachelor's degree in Electrical Power Engineering,Pública / Propio,8.38,24.55,15.7,40.25,High
130,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería Electrónica Industrial y Automática/ Bachelor's degree in Industrial Electronics and Automation Engineering,Pública / Propio,9.54,24.55,15.7,40.25,High
131,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería en Tecnologías de Telecomunicación/ Bachelor's degree in Telecommunication Technologies Engineering,Pública / Propio,9.13,24.55,15.7,40.25,High
132,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería en Tecnologías Industriales,Pública / Propio,11.08,24.55,15.7,40.25,High
133,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería Informática,Pública / Propio,9.11,24.55,15.7,40.25,High
134,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería Mecánica/Bachelor's degree in Mechanical Engineering,Pública / Propio,10.2,24.55,15.7,40.25,High
135,Universidad Carlos III de Madrid,Madrid,Grado en Ingeniería Telemática/Bachelor's degree in Telematics Engineering,Pública / Propio,7.54,24.55,15.7,40.25,High
136,Universidad Carlos III de Madrid,Madrid,Grado en Periodismo/ Bachelor in Journalism,Pública / Propio,10.34,21.39,15.7,37.09,Medium
137,Universidad Carlos III de Madrid,Madrid,Grado en Relaciones Laborales y Empleo,Pública / Propio,7.62,21.39,15.7,37.09,Medium
138,Universidad Carlos III de Madrid,Madrid,Grado en Sociología/ Bachelor in Sociology,Pública / Propio,8.65,21.39,15.7,37.09,Medium
139,Universidad Carlos III de Madrid,Madrid,Grado en Turismo/ Bachelor in Tourism,Pública / Propio,4.0,21.39,15.7,37.09,Medium
140,Universidad Complutense de Madrid,Madrid,Grado en Administración y Dirección de Empresas,Pública / Propio,9.08,21.39,15.7,37.09,Medium
141,Universidad Complutense de Madrid,Madrid,Grado en Antropología Social y Cultural,Pública / Propio,5.02,21.39,15.7,37.09,Medium
142,Universidad Complutense de Madrid,Madrid,Grado en Arqueología,Pública / Propio,7.48,21.39,15.7,37.09,Medium
143,Universidad Complutense de Madrid,Madrid,Grado en Bellas Artes,Pública / Adscrito,4.0,21.39,15.7,37.09,Medium
144,Universidad Complutense de Madrid,Madrid,Grado en Bellas Artes,Pública / Propio,9.82,21.39,15.7,37.09,Medium
145,Universidad Complutense de Madrid,Madrid,Grado en Biología,Pública / Propio,10.27,26.14,15.7,41.84,High
146,Universidad Complutense de Madrid,Madrid,Grado en Bioquímica,Pública / Propio,12.55,26.14,15.7,41.84,High
147,Universidad Complutense de Madrid,Madrid,Grado en Ciencia y Tecnología de los Alimentos,Pública / Propio,8.64,26.14,15.7,41.84,High
148,Universidad Complutense de Madrid,Madrid,Grado en Ciencias Políticas,Pública / Propio,7.46,21.39,15.7,37.09,Medium
149,Universidad Complutense de Madrid,Madrid,Grado en Comercio,Pública / Propio,7.23,21.39,15.7,37.09,Medium
150,Universidad Complutense de Madrid,Madrid,Grado en Comunicación Audiovisual,Pública / Adscrito,4.0,21.39,15.7,37.09,Medium
151,Universidad Complutense de Madrid,Madrid,Grado en Comunicación Audiovisual,Pública / Propio,10.19,21.39,15.7,37.09,Medium
152,Universidad Complutense de Madrid,Madrid,Grado en Conservación y Restauración del Patrimonio Cultural,Pública / Propio,8.95,24.55,15.7,40.25,High
153,Universidad Complutense de Madrid,Madrid,Grado en Criminología,Pública / Propio,11.22,24.55,15.7,40.25,High
154,Universidad Complutense de Madrid,Madrid,Grado en Derecho,Pública / Propio,6.01,21.39,15.7,37.09,Medium
155,Universidad Complutense de Madrid,Madrid,Grado en Desarrollo de Videojuegos,Pública / Propio,10.67,24.55,15.7,40.25,High
156,Universidad Complutense de Madrid,Madrid,Grado en Diseño,Pública / Propio,11.34,21.39,15.7,37.09,Medium
157,Universidad Complutense de Madrid,Madrid,Grado en Economía,Pública / Propio,8.23,21.39,15.7,37.09,Medium
158,Universidad Complutense de Madrid,Madrid,Grado en Educación Social,Pública / Propio,9.1,21.39,15.7,37.09,Medium
159,Universidad Complutense de Madrid,Madrid,Grado en Enfermería,Pública / Propio,11.11,26.14,15.7,41.84,High
160,Universidad Complutense de Madrid,Madrid,Grado en Español: Lengua y Literatura,Pública / Propio,5.01,21.39,15.7,37.09,Medium
161,Universidad Complutense de Madrid,Madrid,Grado en Estadística Aplicada,Pública / Propio,7.96,21.39,15.7,37.09,Medium
162,Universidad Complutense de Madrid,Madrid,Grado en Estudios Hispano-Alemanes,Pública / Propio,5.54,21.39,15.7,37.09,Medium
163,Universidad Complutense de Madrid,Madrid,Grado en Estudios Ingleses,Pública / Propio,6.55,21.39,15.7,37.09,Medium
164,Universidad Complutense de Madrid,Madrid,Grado en Estudios Semíticos e Islámicos,Pública / Propio,5.09,21.39,15.7,37.09,Medium
165,Universidad Complutense de Madrid,Madrid,Grado en Farmacia,Pública / Propio,11.0,26.14,15.7,41.84,High
166,Universidad Complutense de Madrid,Madrid,Grado en Filología Clásica,Pública / Propio,5.35,21.39,15.7,37.09,Medium
167,Universidad Complutense de Madrid,Madrid,Grado en Filosofía,Pública / Propio,7.6,21.39,15.7,37.09,Medium
168,Universidad Complutense de Madrid,Madrid,"Grado en Finanzas, Banca y Seguros",Pública / Propio,8.69,21.39,15.7,37.09,Medium
169,Universidad Complutense de Madrid,Madrid,Grado en Física,Pública / Propio,12.12,24.55,15.7,40.25,High
170,Universidad Complutense de Madrid,Madrid,Grado en Fisioterapia,Pública / Propio,11.65,26.14,15.7,41.84,High
171,Universidad Complutense de Madrid,Madrid,Grado en Geografía y Ordenación del Territorio,Pública / Propio,5.0,21.39,15.7,37.09,Medium
172,Universidad Complutense de Madrid,Madrid,Grado en Geología,Pública / Propio,5.2,26.14,15.7,41.84,High
173,Universidad Complutense de Madrid,Madrid,Grado en Gestión y Administración Pública,Pública / Propio,5.04,21.39,15.7,37.09,Medium
174,Universidad Complutense de Madrid,Madrid,Grado en Historia,Pública / Propio,5.0,21.39,15.7,37.09,Medium
175,Universidad Complutense de Madrid,Madrid,Grado en Historia del Arte,Pública / Propio,5.08,21.39,15.7,37.09,Medium
176,Universidad Complutense de Madrid,Madrid,Grado en Información y Documentación,Pública / Propio,5.13,21.39,15.7,37.09,Medium
177,Universidad Complutense de Madrid,Madrid,Grado en Ingeniería de Computadores,Pública / Propio,8.1,24.55,15.7,40.25,High
178,Universidad Complutense de Madrid,Madrid,Grado en Ingeniería de Materiales,Pública / Propio,5.63,24.55,15.7,40.25,High
179,Universidad Complutense de Madrid,Madrid,Grado en Ingeniería del Software,Pública / Propio,8.83,24.55,15.7,40.25,High
180,Universidad Complutense de Madrid,Madrid,Grado en Ingeniería Electrónica de Comunicaciones,Pública / Propio,7.14,24.55,15.7,40.25,High
181,Universidad Complutense de Madrid,Madrid,Grado en Ingeniería Geológica,Pública / Propio,5.0,24.55,15.7,40.25,High
182,Universidad Complutense de Madrid,Madrid,Grado en Ingeniería Informática,Pública / Propio,10.04,24.55,15.7,40.25,High
183,Universidad Complutense de Madrid,Madrid,Grado en Ingeniería Matemática,Pública / Propio,11.95,24.55,15.7,40.25,High
184,Universidad Complutense de Madrid,Madrid,Grado en Ingeniería Química,Pública / Propio,10.01,24.55,15.7,40.25,High
185,Universidad Complutense de Madrid,Madrid,Grado en Lenguas Modernas y sus Literaturas,Pública / Propio,5.0,21.39,15.7,37.09,Medium
186,Universidad Complutense de Madrid,Madrid,Grado en Lingüística y Lenguas Aplicadas,Pública / Propio,5.09,21.39,15.7,37.09,Medium
187,Universidad Complutense de Madrid,Madrid,Grado en Literatura General y Comparada,Pública / Propio,5.23,21.39,15.7,37.09,Medium
188,Universidad Complutense de Madrid,Madrid,Grado en Logopedia,Pública / Propio,8.68,21.39,15.7,37.09,Medium
189,Universidad Complutense de Madrid,Madrid,Grado en Maestro en Educación Infantil,Pública / Propio,8.5,21.39,15.7,37.09,Medium
190,Universidad Complutense de Madrid,Madrid,Grado en Maestro en Educación Primaria,Pública / Propio,9.0,21.39,15.7,37.09,Medium
191,Universidad Complutense de Madrid,Madrid,Grado en Matemáticas,Pública / Propio,12.17,21.39,15.7,37.09,Medium
192,Universidad Complutense de Madrid,Madrid,Grado en Matemáticas y Estadística,Pública / Propio,11.89,21.39,15.7,37.09,Medium
193,Universidad Complutense de Madrid,Madrid,Grado en Medicina,Pública / Propio,13.04,26.14,15.7,41.84,High
194,Universidad Complutense de Madrid,Madrid,Grado en Musicología,Pública / Propio,7.81,21.39,15.7,37.09,Medium
195,Universidad Complutense de Madrid,Madrid,Grado en Nutrición Humana y Dietética,Pública / Propio,10.1,26.14,15.7,41.84,High
196,Universidad Complutense de Madrid,Madrid,Grado en Odontología,Pública / Propio,12.23,26.14,15.7,41.84,High
197,Universidad Complutense de Madrid,Madrid,Grado en Óptica y Optometría,Pública / Propio,6.46,26.14,15.7,41.84,High
198,Universidad Complutense de Madrid,Madrid,Grado en Pedagogía,Pública / Propio,8.53,21.39,15.7,37.09,Medium
199,Universidad Complutense de Madrid,Madrid,Grado en Periodismo,Pública / Propio,8.14,21.39,15.7,37.09,Medium
200,Universidad Complutense de Madrid,Madrid,Grado en Podología,Pública / Propio,8.87,26.14,15.7,41.84,High
201,Universidad Complutense de Madrid,Madrid,Grado en Psicología,Pública / Propio,9.41,21.39,15.7,37.09,Medium
202,Universidad Complutense de Madrid,Madrid,Grado en Publicidad y Relaciones Públicas,Pública / Propio,10.22,21.39,15.7,37.09,Medium
203,Universidad Complutense de Madrid,Madrid,Grado en Química,Pública / Propio,9.57,26.14,15.7,41.84,High
204,Universidad Complutense de Madrid,Madrid,Grado en Relaciones Internacionales,Pública / Propio,11.2,21.39,15.7,37.09,Medium
205,Universidad Complutense de Madrid,Madrid,Grado en Relaciones Laborales y Recursos Humanos,Pública / Propio,7.31,21.39,15.7,37.09,Medium
206,Universidad Complutense de Madrid,Madrid,Grado en Sociología,Pública / Propio,6.46,21.39,15.7,37.09,Medium
207,Universidad Complutense de Madrid,Madrid,Grado en Terapia Ocupacional,Pública / Propio,9.15,21.39,15.7,37.09,Medium
208,Universidad Complutense de Madrid,Madrid,Grado en Trabajo Social,Pública / Propio,7.17,21.39,15.7,37.09,Medium
209,Universidad Complutense de Madrid,Madrid,Grado en Traducción e Interpretación,Pública / Adscrito,4.0,21.39,15.7,37.09,Medium
210,Universidad Complutense de Madrid,Madrid,Grado en Traducción e Interpretación,Pública / Propio,10.08,21.39,15.7,37.09,Medium
211,Universidad Complutense de Madrid,Madrid,Grado en Turismo,Pública / Propio,6.53,21.39,15.7,37.09,Medium
212,Universidad Complutense de Madrid,Madrid,Grado en Veterinaria,Pública / Propio,11.79,26.14,15.7,41.84,High
213,Universidad de A Coruña,A Coruña,Grado en Administración y Dirección de Empresas,Pública / Propio,6.0,9.85,7.9,17.75,Low
