Universidad;Titulo;Tipo;Nota_de_corte;Precio_del_credito
Universidad de Cantabria;Grado en Magisterio en Educación Primaria;Pública / Propio;7.43;11.14
Universidad de Cantabria;Grado en Matemáticas;Pública / Propio;10.76;12.62
Universidad de Cantabria;Grado en Medicina;Pública / Propio;12.36;16.07
Universidad de Cantabria;Grado en Relaciones Laborales;Pública / Propio;5.3;11.14
Universidad de Castilla- La Mancha;Grado en Administración y Dirección de Empresas;Pública / Propio;5;12.13
Universidad de Castilla- La Mancha;Grado en Arquitectura;Pública / Propio;5.3;18.87
Universidad de Castilla- La Mancha;Grado en Bellas Artes;Pública / Propio;5.08;17.64
Universidad de Castilla- La Mancha;Grado en Bioquímica;Pública / Propio;5.64;18.87
Universidad de Castilla- La Mancha;Grado en Biotecnología;Pública / Propio;5.34;18.87
Universidad de Castilla- La Mancha;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;5.24;18.87
Universidad de Castilla- La Mancha;Grado en Ciencias Ambientales;Pública / Propio;5;18.87
Universidad de Castilla- La Mancha;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;8.18;18.87
Universidad de Castilla- La Mancha;Grado en Comunicación Audiovisual;Pública / Propio;5.01;14.58
Universidad de Castilla- La Mancha;Grado en Criminología;Pública / Propio;5.28;12.13
Universidad de Castilla- La Mancha;Grado en Derecho;Pública / Propio;5.01;12.13
Universidad de Castilla- La Mancha;Grado en Economía;Pública / Propio;5.09;12.13
Universidad de Castilla- La Mancha;Grado en Educación Social;Pública / Propio;5.11;14.58
Universidad de Castilla- La Mancha;Grado en Enfermería;Pública / Propio;9.45;18.87
Universidad de Castilla- La Mancha;Grado en Enología;Pública / Propio;5;18.87
Universidad de Castilla- La Mancha;Grado en Español: Lengua y Literatura;Pública / Propio;5.87;12.13
Universidad de Castilla- La Mancha;Grado en Estudios Ingleses;Pública / Propio;5.01;12.13
Universidad de Castilla- La Mancha;Grado en Estudios Internacionales;Pública / Propio;5.77;12.13
Universidad de Castilla- La Mancha;Grado en Farmacia;Pública / Propio;7.43;18.87
Universidad de Castilla- La Mancha;Grado en Fisioterapia;Pública / Propio;9.61;18.87
Universidad de Castilla- La Mancha;Grado en Geografía y Ordenación del Territorio;Pública / Propio;4;12.13
Universidad de Castilla- La Mancha;Grado en Geografía, Desarrollo Territorial y Sostenibilidad;Pública / Propio;5.32;12.13
Universidad de Castilla- La Mancha;Grado en Gestión y Administración Pública;Pública / Propio;4;12.13
Universidad de Castilla- La Mancha;Grado en Historia;Pública / Propio;5.8;12.13
Universidad de Castilla- La Mancha;Grado en Historia del Arte;Pública / Propio;5.11;12.13
Universidad de Castilla- La Mancha;Grado en Humanidades y Estudios Sociales;Pública / Propio;5.01;12.13
Universidad de Castilla- La Mancha;Grado en Humanidades y Patrimonio;Pública / Propio;5;12.13
Universidad de Castilla- La Mancha;Grado en Humanidades: Historia Cultural;Pública / Propio;5.03;12.13
Universidad de Castilla- La Mancha;Grado en Ingeniería Aeroespacial;Pública / Propio;5.43;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería Agrícola y Agroalimentaria;Pública / Propio;5.2;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería Civil y Territorial;Pública / Propio;5.6;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería de Edificación;Pública / Propio;5.32;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería de la Tecnología Minera;Pública / Propio;4;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería de los Recursos Energéticos;Pública / Propio;4;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería de Tecnologías de Telecomunicación;Pública / Propio;5.24;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería Eléctrica;Pública / Propio;5;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería Forestal y del Medio Natural;Pública / Propio;5.3;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería Informática;Pública / Propio;5.06;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería Mecánica;Pública / Propio;5;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería Minera y Energética;Pública / Propio;5;18.87
Universidad de Castilla- La Mancha;Grado en Ingeniería Química;Pública / Propio;5.16;18.87
Universidad de Castilla- La Mancha;Grado en Lenguas y Literaturas Modernas, Francés - Inglés;Pública / Propio;5;12.13
Universidad de Castilla- La Mancha;Grado en Logopedia;Pública / Propio;5.24;14.58
Universidad de Castilla- La Mancha;Grado en Maestro en Educación Infantil;Pública / Propio;5.12;14.58
Universidad de Castilla- La Mancha;Grado en Maestro en Educación Primaria;Pública / Propio;5.01;14.58
Universidad de Castilla- La Mancha;Grado en Medicina;Pública / Propio;12.67;18.87
Universidad de Castilla- La Mancha;Grado en Periodismo;Pública / Propio;5.02;14.58
Universidad de Castilla- La Mancha;Grado en Química;Pública / Propio;5.69;18.87
Universidad de Castilla- La Mancha;Grado en Relaciones Laborales y Desarrollo de Recursos Humanos;Pública / Propio;5.04;12.13
Universidad de Castilla- La Mancha;Grado en Terapia Ocupacional;Pública / Propio;5.02;14.58
Universidad de Castilla- La Mancha;Grado en Trabajo Social;Pública / Propio;5.19;12.13
Universidad de Córdoba;Grado en Administración y Dirección de Empresas;Pública / Propio;7.95;12.62
Universidad de Córdoba;Grado en Biología;Pública / Propio;6.63;12.62
Universidad de Córdoba;Grado en Bioquímica;Pública / Propio;11.86;12.62
Universidad de Córdoba;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;7.9;12.62
Universidad de Córdoba;Grado en Ciencias Ambientales;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Cine y Cultura;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Derecho;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Educación Infantil;Pública / Propio;6.5;12.62
Universidad de Córdoba;Grado en Educación Primaria;Pública / Propio;6.61;12.62
Universidad de Córdoba;Grado en Educación Social;Pública / Propio;7.88;12.62
Universidad de Córdoba;Grado en Enfermería;Pública / Propio;11.24;12.62
Universidad de Córdoba;Grado en Enología;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Estudios Ingleses;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Filología Hispánica;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Física;Pública / Propio;10.33;12.62
Universidad de Córdoba;Grado en Fisioterapia;Pública / Propio;11.17;12.62
Universidad de Córdoba;Grado en Gestión Cultural;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Historia;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Historia del Arte;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Ingeniería Agroalimentaria y del Medio Rural;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Ingeniería Civil;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Ingeniería Eléctrica;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Ingeniería Electrónica Industrial;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Ingeniería en Recursos Energéticos y Mineros;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Ingeniería Forestal;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Ingeniería Informática;Pública / Propio;7.6;12.62
Universidad de Córdoba;Grado en Ingeniería Mecánica;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Medicina;Pública / Propio;12.79;12.62
Universidad de Córdoba;Grado en Psicología;Pública / Propio;8.15;12.62
Universidad de Córdoba;Grado en Química;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Traducción e Interpretación;Pública / Propio;10.57;12.62
Universidad de Córdoba;Grado en Turismo;Pública / Propio;5;12.62
Universidad de Córdoba;Grado en Veterinaria;Pública / Propio;11.29;12.62
Universidad de Extremadura;Grado en Administración y Dirección de Empresas;Pública / Propio;5.01;12.33
Universidad de Extremadura;Grado en Administración y Gestión Pública;Pública / Propio;7.46;12.33
Universidad de Extremadura;Grado en Biología;Pública / Propio;5.63;15.7
Universidad de Extremadura;Grado en Bioquímica;Pública / Propio;10.53;15.7
Universidad de Extremadura;Grado en Biotecnología;Pública / Propio;7.56;15.7
Universidad de Extremadura;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;5.8;15.7
Universidad de Extremadura;Grado en Ciencias Ambientales;Pública / Propio;6.24;15.7
Universidad de Extremadura;Grado en Ciencias de la Actividad Física y el Deporte;Pública / Propio;8.75;12.33
Universidad de Extremadura;Grado en Comunicación Audiovisual;Pública / Propio;5.76;12.33
Universidad de Extremadura;Grado en Criminología;Pública / Propio;8.28;12.33
Universidad de Extremadura;Grado en Derecho;Pública / Propio;5.67;12.33
Universidad de Extremadura;Grado en Economía;Pública / Propio;5.44;12.33
Universidad de Extremadura;Grado en Edificación;Pública / Propio;5.49;16.83
Universidad de Extremadura;Grado en Educación Infantil;Pública / Propio;5;12.33
Universidad de Extremadura;Grado en Educación Primaria;Pública / Propio;5.04;12.33
Universidad de Extremadura;Grado en Educación Social;Pública / Propio;6.47;12.33
Universidad de Extremadura;Grado en Enfermería;Pública / Propio;9.5;18.51
Universidad de Extremadura;Grado en Enología;Pública / Propio;5;15.7
Universidad de Extremadura;Grado en Estadística;Pública / Propio;6.94;15.7
Universidad de Extremadura;Grado en Estudios Ingleses;Pública / Propio;6.21;10.31
Universidad de Extremadura;Grado en Filología Clásica;Pública / Propio;9.2;10.31
Universidad de Extremadura;Grado en Filología Hispánica;Pública / Propio;6.95;10.31
Universidad de Extremadura;Grado en Finanzas y Contabilidad;Pública / Propio;5.69;12.33
Universidad de Extremadura;Grado en Física;Pública / Propio;9.57;15.7
Universidad de Extremadura;Grado en Fisioterapia;Pública / Propio;10.8;18.51
Universidad de Extremadura;Grado en Geografía y Ordenación del Territorio;Pública / Propio;5.32;10.31
Universidad de Extremadura;Grado en Historia del Arte y Patrimonio Histórico-Artístico;Pública / Propio;5.21;10.31
Universidad de Extremadura;Grado en Historia y Patrimonio Histórico;Pública / Propio;5.54;10.31
Universidad de Extremadura;Grado en Información y Documentación;Pública / Propio;5.28;12.33
Universidad de Extremadura;Grado en Ingeniería Civil - Construcciones Civiles;Pública / Propio;5.85;16.83
Universidad de Extremadura;Grado en Ingeniería Civil - Hidrología;Pública / Propio;5;16.83
Universidad de Extremadura;Grado en Ingeniería Civil - Transportes y Servicios Urbanos;Pública / Propio;5;16.83
Universidad de Extremadura;Grado en Ingeniería de las Explotaciones Agropecuarias;Pública / Propio;5.48;16.83
Universidad de Extremadura;Grado en Ingeniería de las Industrias Agrarias y Alimentarias;Pública / Propio;5;16.83
Universidad de Extremadura;Grado en Ingeniería de Materiales;Pública / Propio;4;16.83
Universidad de Extremadura;Grado en Ingeniería de Sonido e Imagen en Telecomunicación;Pública / Propio;5.3;16.83
Universidad de Extremadura;Grado en Ingeniería Eléctrica (Rama Industrial);Pública / Propio;5.07;16.83
Universidad de Extremadura;Grado en Ingeniería Electrónica y Automática (Rama Industrial);Pública / Propio;5.53;16.83
Universidad de Extremadura;Grado en Ingeniería en Diseño Industrial y Desarrollo de Productos;Pública / Propio;5.11;16.83
Universidad de Extremadura;Grado en Ingeniería en Geomática y Topografía;Pública / Propio;5;16.83
Universidad de Extremadura;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;4;16.83
Universidad de Extremadura;Grado en Ingeniería Forestal y del Medio Natural;Pública / Propio;5.67;16.83
Universidad de Extremadura;Grado en Ingeniería Hortofrutícola y Jardinería;Pública / Propio;5.3;16.83
Universidad de Extremadura;Grado en Ingeniería Informática en Ingeniería de Computadores;Pública / Propio;5.29;16.83
Universidad de Extremadura;Grado en Ingeniería Informática en Ingeniería del Software;Pública / Propio;7.84;16.83
Universidad de Extremadura;Grado en Ingeniería Informática en Tecnologías de la Información;Pública / Propio;5.77;16.83
Universidad de Extremadura;Grado en Ingeniería Mecánica (Rama Industrial);Pública / Propio;5.49;16.83
Universidad de Extremadura;Grado en Ingeniería Química Industrial;Pública / Propio;5.71;16.83
Universidad de Extremadura;Grado en Ingeniería Telemática en Telecomunicación;Pública / Propio;6.13;16.83
Universidad de Extremadura;Grado en Lenguas y Literaturas Modernas- Francés;Pública / Propio;6.55;10.31
Universidad de Extremadura;Grado en Lenguas y Literaturas Modernas- Portugués;Pública / Propio;7.39;10.31
Universidad de Extremadura;Grado en Matemáticas;Pública / Propio;9.91;15.7
Universidad de Extremadura;Grado en Medicina;Pública / Propio;12.55;18.51
Universidad de Extremadura;Grado en Periodismo;Pública / Propio;4;12.33
Universidad de Extremadura;Grado en Podología;Pública / Propio;5.44;18.51
Universidad de Extremadura;Grado en Psicología;Pública / Propio;9.92;12.33
Universidad de Extremadura;Grado en Química;Pública / Propio;5.89;15.7
Universidad de Extremadura;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5.22;12.33
Universidad de Extremadura;Grado en Terapia Ocupacional;Pública / Propio;5.38;18.51
Universidad de Extremadura;Grado en Turismo;Pública / Propio;5.54;12.33
Universidad de Extremadura;Grado en Veterinaria;Pública / Propio;10.63;18.51
Universidad de Girona;Grado en Administración y Dirección de Empresa;Pública / Propio;8.28;25.27
Universidad de Girona;Grado en Arquitectura Técnica y Edificación;Pública / Propio;5;35.77
Universidad de Girona;Grado en Biología;Pública / Propio;8.13;35.77
Universidad de Girona;Grado en Biotecnología;Pública / Propio;5.73;35.77
Universidad de Girona;Grado en Ciencias Ambientales;Pública / Propio;7.16;35.77
Universidad de Girona;Grado en Ciencias Políticas y de la Administración;Pública / Propio;5;25.27
Universidad de Girona;Grado en Comunicación Cultural;Pública / Propio;5;25.27
Universidad de Girona;Grado en Contabilidad y Finanzas;Pública / Propio;5;25.27
Universidad de Girona;Grado en Criminología;Pública / Propio;7.5;25.27
Universidad de Girona;Grado en Derecho;Pública / Propio;6.58;25.27
Universidad de Girona;Grado en Diseño y Desarrollo de Videojuegos;Pública / Propio;7.53;35.77
Universidad de Girona;Grado en Economía;Pública / Propio;6.61;25.27
Universidad de Girona;Grado en Educación Social;Pública / Propio;7.98;25.27
Universidad de Girona;Grado en Enfermería;Pública / Propio;9.15;39.53
Universidad de Girona;Grado en Estudios de Arquitectura;Pública / Propio;5.53;35.77
Universidad de Girona;Grado en Filosofía;Pública / Propio;5;25.27
Universidad de Girona;Grado en Geografía, Ordenación del Territorio y Gestión del Medio Ambiente;Pública / Propio;5;25.27
Universidad de Girona;Grado en Historia;Pública / Propio;5;25.27
Universidad de Girona;Grado en Historia del Arte;Pública / Propio;5;25.27
Universidad de Girona;Grado en Ingeniería Agroalimentaria;Pública / Propio;5;39.53
Universidad de Girona;Grado en Ingeniería Biomédica;Pública / Propio;8.73;39.53
Universidad de Girona;Grado en Ingeniería Eléctrica;Pública / Propio;5;39.53
Universidad de Girona;Grado en Ingeniería Electrónica Industrial y Automática;Pública / Propio;5;39.53
Universidad de Girona;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;5;39.53
Universidad de Girona;Grado en Ingeniería Informática;Pública / Propio;6.54;39.53
Universidad de Girona;Grado en Ingeniería Mecánica;Pública / Propio;5;39.53
Universidad de Girona;Grado en Ingeniería Química;Pública / Propio;5;39.53
Universidad de Girona;Grado en Innovación y Seguridad Alimentaria;Pública / Propio;5;35.77
Universidad de Girona;Grado en Lengua y Literatura Catalanas;Pública / Propio;5;25.27
Universidad de Girona;Grado en Lengua y Literatura Españolas;Pública / Propio;5;25.27
Universidad de Girona;Grado en Maestro/a de Educación Infantil;Pública / Propio;7.53;25.27
Universidad de Girona;Grado en Maestro/a de Educación Primaria;Pública / Propio;8.66;25.27
Universidad de Girona;Grado en Medicina;Pública / Propio;12.2;39.53
Universidad de Girona;Grado en Pedagogía;Pública / Propio;7.66;25.27
Universidad de Girona;Grado en Psicología;Pública / Propio;8.2;35.77
Universidad de Girona;Grado en Publicidad y Relaciones Públicas;Pública / Propio;8.42;35.77
Universidad de Girona;Grado en Química;Pública / Propio;7.13;35.77
Universidad de Girona;Grado en Trabajo Social;Pública / Propio;6.88;25.27
Universidad de Girona;Grado en Turismo;Pública / Propio;5;25.27
Universidad de Granada;Grado en Administración y Dirección de Empresas;Pública / Propio;9.28;12.62
Universidad de Granada;Grado en Antropología Social y Cultural;Pública / Propio;5.66;12.62
Universidad de Granada;Grado en Arqueología;Pública / Propio;5;12.62
Universidad de Granada;Grado en Bellas Artes;Pública / Propio;8.53;12.62
Universidad de Granada;Grado en Biología;Pública / Propio;8.81;12.62
Universidad de Granada;Grado en Bioquímica;Pública / Propio;12.33;12.62
Universidad de Granada;Grado en Biotecnología;Pública / Propio;12.35;12.62
Universidad de Granada;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;8.57;12.62
Universidad de Granada;Grado en Ciencias Ambientales;Pública / Propio;5;12.62
Universidad de Granada;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;10.97;12.62
Universidad de Granada;Grado en Ciencias Políticas y de la Administración;Pública / Propio;5;12.62
Universidad de Granada;Grado en Comunicación Audiovisual;Pública / Propio;9.91;12.62
Universidad de Granada;Grado en Conservación y Restauración de Bienes Culturales;Pública / Propio;7.82;12.62
Universidad de Granada;Grado en Criminología;Pública / Propio;10.5;12.62
Universidad de Granada;Grado en Derecho;Pública / Propio;5.67;12.62
Universidad de Granada;Grado en Economía;Pública / Propio;6.4;12.62
Universidad de Granada;Grado en Edificación;Pública / Propio;5;12.62
Universidad de Granada;Grado en Educación Infantil;Pública / Propio;7.28;12.62
Universidad de Granada;Grado en Educación Primaria;Pública / Propio;7.23;12.62
Universidad de Granada;Grado en Educación Social;Pública / Propio;6.66;12.62
Universidad de Granada;Grado en Enfermería;Pública / Adscrito;4;12.62
Universidad de Granada;Grado en Enfermería;Pública / Propio;8.93;12.62
Universidad de Granada;Grado en Estadística;Pública / Propio;7.94;12.62
Universidad de Granada;Grado en Estudios Árabes e Islámicos;Pública / Propio;5;12.62
Universidad de Granada;Grado en Estudios de Arquitectura;Pública / Propio;5;12.62
Universidad de Granada;Grado en Estudios Franceses;Pública / Propio;5;12.62
Universidad de Granada;Grado en Estudios Ingleses;Pública / Propio;7.41;12.62
Universidad de Granada;Grado en Farmacia;Pública / Propio;8.96;12.62
Universidad de Granada;Grado en Filología Clásica;Pública / Propio;5;12.62
Universidad de Granada;Grado en Filología Hispánica;Pública / Propio;7.36;12.62
Universidad de Granada;Grado en Filosofía;Pública / Propio;6.35;12.62
Universidad de Granada;Grado en Finanzas y Contabilidad;Pública / Propio;6.36;12.62
Universidad de Granada;Grado en Física;Pública / Propio;11.36;12.62
Universidad de Granada;Grado en Fisioterapia;Pública / Propio;9.13;12.62
Universidad de Granada;Grado en Geografía y Gestión del Territorio;Pública / Propio;5;12.62
Universidad de Granada;Grado en Geología;Pública / Propio;5;12.62
Universidad de Granada;Grado en Gestión y Administración Pública;Pública / Propio;4;12.62
Universidad de Granada;Grado en Historia;Pública / Propio;6.17;12.62
Universidad de Granada;Grado en Historia del Arte;Pública / Propio;5;12.62
Universidad de Granada;Grado en Historia y Ciencias de la Música;Pública / Propio;7.13;12.62
Universidad de Granada;Grado en Información y Documentación;Pública / Propio;5;12.62
Universidad de Granada;Grado en Ingeniería Civil;Pública / Propio;5;12.62
Universidad de Granada;Grado en Ingeniería de Tecnologías de Telecomunicación;Pública / Propio;8.66;12.62
Universidad de Granada;Grado en Ingeniería Electrónica Industrial;Pública / Propio;9.42;12.62
Universidad de Granada;Grado en Ingeniería Informática;Pública / Propio;8.92;12.62
Universidad de Granada;Grado en Ingeniería Química;Pública / Propio;5;12.62
Universidad de Granada;Grado en Lenguas Modernas y sus Literaturas;Pública / Propio;8.84;12.62
Universidad de Granada;Grado en Literaturas Comparadas;Pública / Propio;5;12.62
Universidad de Granada;Grado en Logopedia;Pública / Propio;7.22;12.62
Universidad de Granada;Grado en Marketing e Investigación de Mercados;Pública / Propio;9.23;12.62
Universidad de Granada;Grado en Matemáticas;Pública / Propio;11.58;12.62
Universidad de Granada;Grado en Medicina;Pública / Propio;12.9;12.62
Universidad de Granada;Grado en Nutrición Humana y Dietética;Pública / Propio;9.62;12.62
Universidad de Granada;Grado en Odontología;Pública / Propio;12.11;12.62
Universidad de Granada;Grado en Óptica y Optometría;Pública / Propio;5.83;12.62
Universidad de Granada;Grado en Pedagogía;Pública / Propio;6.15;12.62
Universidad de Granada;Grado en Psicología;Pública / Propio;8.08;12.62
Universidad de Granada;Grado en Química;Pública / Propio;6.29;12.62
Universidad de Granada;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;12.62
Universidad de Granada;Grado en Sociología;Pública / Propio;5;12.62
Universidad de Granada;Grado en Terapia Ocupacional;Pública / Propio;8.7;12.62
Universidad de Granada;Grado en Trabajo Social;Pública / Propio;5.34;12.62
Universidad de Granada;Grado en Traducción e Interpretación;Pública / Propio;10.46;12.62
Universidad de Granada;Grado en Turismo;Pública / Propio;6.04;12.62
Universidad de Huelva;Grado en Administración y Dirección de Empresas;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ciencias Ambientales;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;9.75;12.62
Universidad de Huelva;Grado en Derecho;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Educación Infantil;Pública / Propio;7.33;12.62
Universidad de Huelva;Grado en Educación Primaria;Pública / Propio;6.83;12.62
Universidad de Huelva;Grado en Educación Social;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Enfermería;Pública / Propio;10.34;12.62
Universidad de Huelva;Grado en Estudios Ingleses;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Filología Hispánica;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Finanzas y Contabilidad;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Geología;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Gestión Cultural;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Historia;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Humanidades;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ingeniería Agrícola;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ingeniería Eléctrica;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ingeniería Electrónica Industrial;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ingeniería en Explotación de Minas y Recursos Energéticos;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ingeniería Energética;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ingeniería Forestal y del Medio Natural;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ingeniería Informática;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ingeniería Mecánica;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Ingeniería Química Industrial;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Psicología;Pública / Propio;6.39;12.62
Universidad de Huelva;Grado en Química;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Trabajo Social;Pública / Propio;5;12.62
Universidad de Huelva;Grado en Turismo;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Administración y Dirección de Empresas;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Arqueología;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Biología;Pública / Propio;8.46;12.62
Universidad de Jaén;Grado en Ciencias Ambientales;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Derecho;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Educación Infantil;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Educación Primaria;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Educación Social;Pública / Propio;6.2;12.62
Universidad de Jaén;Grado en Enfermería;Pública / Propio;10.52;12.62
Universidad de Jaén;Grado en Estadística y Empresa;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Estudios Ingleses;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Filología Hispánica;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Finanzas y Contabilidad;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Fisioterapia;Pública / Propio;10.66;12.62
Universidad de Jaén;Grado en Geografía e Historia;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Gestión y Administración Pública;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Historia del Arte;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería Civil;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería de Organización Industrial;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería de Recursos Energéticos;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería de Tecnologías de Telecomunicación;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería de Tecnologías Mineras;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería Eléctrica;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería Electrónica Industrial;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería Geomática y Topográfica;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería Informática;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería Mecánica;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería Química Industrial;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Ingeniería Telemática;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Psicología;Pública / Propio;6.24;12.62
Universidad de Jaén;Grado en Química;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Relaciones Laborales y Recursos Humanos;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Trabajo Social;Pública / Propio;5;12.62
Universidad de Jaén;Grado en Turismo;Pública / Propio;5;12.62
Universidad de La Laguna;Grado en Administración y Dirección de Empresas;Pública / Propio;7.44;10.16
Universidad de La Laguna;Grado en Antropología Social y Cultural;Pública / Propio;5.24;10.16
Universidad de La Laguna;Grado en Arquitectura Técnica;Pública / Propio;5.28;14.59
Universidad de La Laguna;Grado en Bellas Artes;Pública / Propio;7.08;12.63
Universidad de La Laguna;Grado en Biología;Pública / Propio;8.85;14.59
Universidad de La Laguna;Grado en Ciencias Ambientales;Pública / Propio;7.4;14.59
Universidad de La Laguna;Grado en Conservación y Restauración de Bienes Culturales;Pública / Propio;5.37;12.63
Universidad de La Laguna;Grado en Contabilidad y Finanzas;Pública / Propio;5.27;10.16
Universidad de La Laguna;Grado en Derecho;Pública / Propio;5.32;10.16
Universidad de La Laguna;Grado en Diseño;Pública / Propio;9.96;12.63
Universidad de La Laguna;Grado en Economía;Pública / Propio;5.17;10.16
Universidad de La Laguna;Grado en Enfermería;Pública / Propio;11.23;14.59
Universidad de La Laguna;Grado en Español: Lengua y Literatura;Pública / Propio;5.31;9.47
Universidad de La Laguna;Grado en Estudios Clásicos;Pública / Propio;5.01;9.47
Universidad de La Laguna;Grado en Estudios Francófonos Aplicados;Pública / Propio;5.24;9.47
Universidad de La Laguna;Grado en Estudios Ingleses;Pública / Propio;5.71;9.47
Universidad de La Laguna;Grado en Filosofía;Pública / Propio;5.61;9.47
Universidad de La Laguna;Grado en Física;Pública / Propio;9.16;14.59
Universidad de La Laguna;Grado en Fisioterapia;Pública / Propio;10.96;14.59
Universidad de La Laguna;Grado en Geografia y Ordenación del Territorio;Pública / Propio;5.26;10.16
Universidad de La Laguna;Grado en Grado en Farmacia;Pública / Propio;8.51;14.59
Universidad de La Laguna;Grado en Historia;Pública / Propio;5.31;9.47
Universidad de La Laguna;Grado en Historia del Arte;Pública / Propio;5.31;9.47
